Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Transaction ID,Customer ID,Transaction Amount,Transaction Type,Region,Fraud Risk Score,Status,Investigator Name,Transaction Date
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,67520e07-caa5-407f-94aa-126ef41e4420,7695,31002.24,ATM,APAC,61.69,Flagged,John Wallace,2025-09-06
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a4f5daef-806e-480b-9f38-b1bbaa1df232,3179,5695.63,ATM,Americas,57.29,Flagged,Thomas Riley,2025-08-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,f196fce2-abc8-43d2-b408-8206730771a6,2204,48851.54,POS,Americas,99.29,Flagged,Austin Lopez,2025-01-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,9ab79688-9116-4ca7-9392-93b7204fa9e4,4284,11851.65,Wire Transfer,APAC,79.77,Flagged,Elizabeth Petersen,2025-03-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,c8f16ceb-ac10-435d-879f-3727599625b7,3437,14449.67,Online,APAC,45.92,Confirmed Fraud,Pamela Johnson,2025-07-27
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7ac4f0ed-f259-472d-8a2a-54e6462b8357,6802,313.68,ATM,APAC,42.45,Confirmed Fraud,Ryan Rocha,2025-02-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,e0363661-3f7c-41db-8213-039e463afc52,7837,18275.61,ATM,EMEA,79.09,Reviewed,Anne Gray,2025-06-18
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d580cb14-c5fd-4493-abdd-b3443640d8a5,5077,730.41,ATM,EMEA,68.59,Reviewed,Jill Rush,2025-09-21
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,fb3002a9-5ee3-4e09-99df-ee339ac796a2,2215,46355.17,Online,Americas,7.44,Cleared,Pamela Sanchez,2025-05-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,08e815c4-68f9-4258-a6f3-e641ab13fd22,2042,41372.75,Online,EMEA,23.82,Confirmed Fraud,Cody Thornton,2025-08-23
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a2636cc5-819d-44dc-b018-2e3c5b3f50ad,5984,36293.2,ATM,EMEA,69.2,Reviewed,Larry Cooper,2025-10-06
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,1c63e7ca-8466-4ef6-8268-d57761d8e600,4924,38318.23,ATM,Americas,87.17,Reviewed,Melanie Mason,2025-01-31
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,078de82c-ab5f-4f20-99aa-271eaec2a0d9,3023,33279.38,POS,Americas,17.12,Confirmed Fraud,William Clark,2025-05-28
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b4ad114a-afbe-4915-b964-fe0bc5c77d55,5174,15048.07,ATM,Americas,30.22,Confirmed Fraud,Edward Welch,2025-04-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b2e82e2f-9fbe-447b-a95e-856bc3577441,6385,39708.17,Online,EMEA,53.37,Reviewed,Harold Mason,2025-09-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,0331cd8d-bc57-4907-b0d8-956947886bf1,4545,18706.57,Online,EMEA,18.82,Cleared,Michelle White,2025-05-05
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d054e4e7-38e2-4fa1-8348-bbf304a260ff,1041,6397.63,ATM,APAC,94.07,Reviewed,Kurt Bradley,2025-07-27
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,601ba86e-ac24-47a1-a2a9-b8a6eab0cc82,4421,8446.91,Wire Transfer,APAC,82.14,Cleared,Todd Morgan,2025-01-08
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,552f2666-9e5a-44d4-b719-1fca4fe587ef,2726,44383.13,ATM,APAC,76.0,Confirmed Fraud,Patrick Stokes,2025-07-30
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a93bd0e3-67eb-4444-8a3e-7985aec732ba,9880,35841.51,POS,EMEA,46.88,Confirmed Fraud,Karen Gilbert,2025-05-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,9acd8770-5490-4349-92c8-51e23c60ab1b,3690,8606.26,Wire Transfer,EMEA,99.75,Flagged,Dominique Blackburn,2025-04-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4e8ef628-1300-4c1b-8203-03205aed407c,3408,36926.78,Wire Transfer,EMEA,0.35,Confirmed Fraud,Rachel Chan,2025-02-15
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d12c0c77-d6d7-428d-a8d6-915b7bb5bb45,7624,40812.33,Wire Transfer,EMEA,34.69,Cleared,Alejandra Byrd,2025-07-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,9d8ddfa8-717b-4f5f-aa99-ad663be980f3,4612,41068.15,Online,Americas,85.32,Confirmed Fraud,Steven Holmes,2025-04-09
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,26371f33-8ef0-41af-8b9e-7d71f182fe9b,7416,26090.85,POS,Americas,81.8,Reviewed,Dr. Jillian Wilson,2025-02-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4b64ddf5-3406-4b70-a934-8f8deab23644,8287,1081.88,Online,Americas,42.44,Flagged,Kenneth Rodriguez,2025-09-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,bfcc3763-fa04-4090-a25b-8539901108cd,8313,38677.11,ATM,EMEA,90.43,Confirmed Fraud,Diane Guzman,2025-06-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7c180836-282d-4686-bf42-76831fcc807a,8078,23382.01,Online,APAC,7.52,Confirmed Fraud,Lisa Long,2025-02-06
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,c0edd794-b28b-42c4-a63e-1a92214269eb,1487,20687.25,POS,Americas,0.33,Reviewed,William Smith,2025-04-08
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,53a5a41f-24cc-4886-8848-13b1aff82805,5981,455.59,Online,Americas,13.31,Flagged,Chase Chambers,2025-04-18
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,e8c3e7fa-7c9d-422d-8558-2f5316120806,9288,5358.01,POS,EMEA,4.56,Cleared,Stephanie Walsh,2025-08-23
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4bcd6eed-ee3f-4301-a22b-65ff5249b730,7693,8586.75,ATM,EMEA,9.72,Cleared,Kathleen Wood,2025-03-31
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b87c16d1-7aaf-4605-95c9-c905c26373f7,3829,5394.26,Wire Transfer,EMEA,77.78,Cleared,Jacob Li,2025-04-01
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,f8edc326-78cc-462e-93bb-727b0509c719,6167,33915.02,Online,EMEA,76.97,Flagged,Yvonne Johnson,2025-09-08
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d27da23d-959f-4a1e-a852-32ecc02511fa,7199,15019.65,Wire Transfer,APAC,12.36,Confirmed Fraud,Richard Wilson,2025-08-14
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,0efe5baf-f041-4027-8842-7091c0382136,1908,6014.88,ATM,EMEA,98.66,Flagged,David Baldwin,2025-09-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a895a6e4-aed0-4be9-8f79-84cbbbe7a646,8177,1335.39,Wire Transfer,Americas,12.2,Flagged,Miranda Simpson,2025-04-05
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,8e9d675d-cbf3-404e-a017-00f055f5efd1,5733,45909.78,Wire Transfer,APAC,98.18,Cleared,Mrs. Kristen Morrow,2025-10-15
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d97e57d8-65be-45bd-86f1-43ca9aea1174,6339,30553.18,Online,Americas,60.67,Confirmed Fraud,Shannon Rasmussen,2025-03-23
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,28fae719-e422-4d7a-8d12-4a25e95fa5fc,3291,10081.51,ATM,EMEA,39.34,Flagged,James Martin PhD,2025-08-27
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7a1f9674-6e82-4d5e-84f5-2c9a2c82ee20,7616,7921.4,Online,APAC,46.15,Confirmed Fraud,Carlos Johnson,2025-08-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,c10207c6-5095-481d-84b7-f49e7d5815b6,8519,18132.55,POS,Americas,10.15,Reviewed,Edward Bowen,2025-09-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,56ae7515-5145-48c5-a2ef-5924420a56f9,7114,12712.63,Wire Transfer,Americas,59.53,Cleared,Keith Gibbs,2025-06-20
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,8cee1a72-6220-40f3-9e10-22efab364a09,8171,3998.9,Wire Transfer,EMEA,63.13,Flagged,Ryan Cooke,2025-06-23
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,db289d38-bc50-4389-956a-9ffaaa906b7b,7874,5949.06,Wire Transfer,EMEA,30.57,Flagged,Thomas Smith,2025-06-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a189433b-cbf0-4073-8b82-73bf5c777a42,4917,867.03,ATM,EMEA,54.47,Reviewed,Hayden Crawford,2025-10-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,1e5cf4f3-c7f1-4796-b4b9-404a4c8c1609,9052,22322.59,POS,APAC,38.91,Cleared,Robert Weaver,2025-09-12
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,45719094-89a2-4882-8aeb-3810c3685257,6312,32978.62,Online,Americas,71.54,Confirmed Fraud,David Adams,2025-03-21
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,275e030b-3e2f-4be2-97f6-ac24e6610394,2969,18343.17,ATM,Americas,26.68,Confirmed Fraud,Victor Edwards,2025-02-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,02d6f02f-e1ac-4e4f-92d8-d276fe6edc44,4038,13938.2,ATM,APAC,17.13,Reviewed,Theodore Tucker,2025-02-18
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,70cfe2e0-9113-4bb1-9267-85a6d7e79470,7714,36694.25,Online,APAC,9.37,Flagged,Robert Baker,2025-02-11
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,74e76145-fad8-493a-b4fe-df95d72c4bb2,8850,1432.65,Wire Transfer,APAC,21.16,Reviewed,Mrs. Mary Barker PhD,2025-08-23
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,af6c643e-4f10-460f-a8ee-6f3ad4b56568,8235,26326.4,Wire Transfer,Americas,72.47,Flagged,Ashley Vasquez,2025-08-18
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,19bd8b29-4cdd-487b-8f80-cea257273324,2835,2948.92,Wire Transfer,APAC,46.84,Confirmed Fraud,Sara Hendrix,2025-04-20
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,dd32c1d7-e104-4b6e-99c8-93727378bd27,5499,28408.37,Wire Transfer,Americas,72.0,Confirmed Fraud,James Terry,2025-08-18
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,578930d4-d45c-49d7-a1fd-0ec206249f60,7251,1138.84,ATM,EMEA,52.37,Reviewed,Lauren Medina,2025-03-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a8407845-fbfe-4a12-8589-866fd7da855e,9395,484.84,POS,APAC,43.09,Confirmed Fraud,Raymond Ford,2025-09-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,ec872279-ea19-4ec4-aed0-47fb36961e59,3741,34443.12,Online,APAC,11.37,Reviewed,Brooke Jones,2025-04-29
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,8804b6eb-c3a0-4f67-b17a-57da9b91dee7,5952,9904.25,ATM,Americas,45.99,Cleared,Samantha Webster,2025-01-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,5d323de9-0f17-4094-901f-aa58c4a986a7,4813,15904.68,Wire Transfer,APAC,92.36,Reviewed,Stacie Lawrence,2025-01-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b39f420a-74d5-4877-90f0-b98e22e62558,9487,5554.03,ATM,Americas,88.98,Flagged,Tiffany Bradley,2025-07-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,5a501a26-0de5-45d8-b851-9496953fe830,3597,20028.08,POS,APAC,62.27,Flagged,Gwendolyn Hoffman,2025-05-26
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,3d094f28-a743-4179-845b-db24316f6486,4404,8187.4,Wire Transfer,APAC,60.57,Confirmed Fraud,John Barry,2025-06-26
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,47f352f3-297c-4f47-a12f-a8157652e0d7,5576,21327.23,Wire Transfer,Americas,69.37,Reviewed,Luis Yates,2025-04-10
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b6fc759e-3bd5-41f1-9026-4ba2ea18e197,4148,12627.3,Wire Transfer,Americas,91.35,Flagged,Jason Thomas,2025-02-15
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,9a5ac454-7c86-4792-bb7c-20abaf665b15,7214,41590.35,Online,APAC,35.15,Flagged,Craig Barrera,2025-03-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,3ebd3b0e-e248-41fe-aaa9-51709827e402,9321,37088.37,ATM,Americas,82.97,Flagged,Patricia Lewis,2025-02-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4bb36869-ce47-4cc2-9bdb-716f1573a1c6,4309,44757.69,POS,Americas,26.31,Confirmed Fraud,Mark Watson,2025-01-09
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,1be3fbf1-fc5a-4b30-9a08-132f7e2e3189,6714,20419.03,POS,EMEA,24.36,Cleared,Cynthia Marquez,2025-05-15
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,195f36ec-0f41-48e3-a503-737f52c1211f,8454,22642.21,Online,Americas,83.22,Cleared,Richard Phillips,2025-06-25
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,3cf78ac8-fb56-46bf-bb09-fa9fc4caad72,1010,5028.02,ATM,Americas,90.41,Flagged,Elizabeth Carr,2025-09-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,54185beb-4763-4cfa-94c4-859ad6ff3692,3494,49560.72,Online,EMEA,2.4,Confirmed Fraud,Nancy Walls,2025-02-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7592e362-9a2d-4892-82a8-145a4d9370f0,7507,29730.11,ATM,APAC,71.46,Flagged,Casey Vincent,2025-05-31
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,0a0a655a-6247-4f40-9d54-78c63ce0775a,4644,6074.77,Online,APAC,54.78,Flagged,Christine Faulkner,2025-08-30
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,e1d3d63b-e348-481d-9a9f-bd9e840134e0,2608,9171.9,Wire Transfer,EMEA,19.37,Confirmed Fraud,Leah Johnson,2025-06-11
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,6676f170-cf60-4325-92da-e15dbb68e8a5,1378,37689.39,Wire Transfer,APAC,10.4,Cleared,Margaret Davis,2025-05-11
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,366ceee4-0785-4932-acbf-18e46dd5d1c0,8762,22666.42,Online,APAC,9.05,Cleared,Paul Garcia,2025-10-14
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,ea2e49d3-731f-4932-beb5-964f5e6333f4,8665,33603.61,POS,EMEA,90.13,Confirmed Fraud,Victor Schmidt,2025-01-18
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,6df3e1af-7b2b-40e8-acf8-16aea94ce10a,1746,40984.01,POS,APAC,74.72,Reviewed,Stephanie Smith,2025-01-10
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,c62478c9-70cd-4c4d-8d2b-a690d92681d2,7369,33635.68,Wire Transfer,APAC,58.69,Confirmed Fraud,Jennifer Gallegos,2025-03-26
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b45cbb6e-743b-4f3b-adee-9f87aaa5a152,7209,5388.63,Wire Transfer,Americas,20.15,Flagged,Ashley Anderson,2025-03-31
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4e6da34c-1c9f-458e-a4ac-30d940b0c6e1,3285,36775.6,POS,APAC,16.66,Flagged,Lisa Harris,2025-09-20
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,6273ecba-e70b-467b-9370-015511f88aa7,8564,4065.74,Wire Transfer,EMEA,33.82,Confirmed Fraud,Michael Brown,2025-03-01
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,f5b5b098-603c-418e-a6ef-1dbc6975d2ed,1947,5054.72,ATM,EMEA,75.86,Flagged,Stacey Frazier,2025-03-09
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,53a5ec16-292a-481e-9c85-a08c8b03381d,6916,46367.32,Wire Transfer,APAC,90.73,Flagged,Katherine Smith,2025-07-25
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,65c996e0-c617-4ff5-ab1e-18fecca14352,2117,38978.78,Online,Americas,28.55,Flagged,Rachel Allen,2025-02-15
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,50d0eba4-59e2-4be1-bd29-1ac72fa41617,7804,28318.89,Wire Transfer,Americas,14.72,Confirmed Fraud,Kara Mcdonald,2025-07-31
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b986df76-1ddb-4034-bdcd-3f87e00cc1e8,7035,38624.49,ATM,EMEA,8.49,Flagged,Robert Sanchez,2025-03-30
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,2bc0b1d9-29fe-4555-961d-9d9c62e1a152,5075,40387.88,Online,APAC,80.73,Confirmed Fraud,Caroline Woods,2025-01-14
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,e7456984-635b-4f8c-b205-a4d515da3c9b,6918,32383.11,Online,Americas,51.23,Flagged,Alejandra Parker,2025-01-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,f6b96d14-d0c0-4b9c-bc32-d82e3a9482db,5420,45637.89,Online,EMEA,65.66,Flagged,Philip Hanson,2025-02-05
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,8cfcc454-7bcb-4cf4-86eb-4ccf414941aa,7097,45631.28,ATM,Americas,60.7,Flagged,Ryan Gonzalez,2025-07-07
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,0a3c1021-5350-4a6d-b2c9-e044fbc51c35,3565,26912.66,POS,Americas,72.03,Flagged,Matthew Mcdowell,2025-04-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,1f21f312-1fd6-4b51-a09e-a7c520d43f05,4174,7713.63,Wire Transfer,APAC,43.59,Confirmed Fraud,Joshua Miller,2025-08-07
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a96fc010-b8f4-4d9c-89e1-72b434490c16,4127,41568.72,ATM,Americas,30.46,Reviewed,John Collier,2025-05-07
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,9882503f-999b-4088-b3a3-0ff6347a775a,8225,48763.39,POS,APAC,73.22,Cleared,Andrew Cummings,2025-04-28
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b701300e-22b9-4fcd-a020-7a0f5a012f99,9643,21527.05,ATM,EMEA,96.68,Confirmed Fraud,Cindy Buchanan,2025-08-15
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7246b02d-2034-43a3-b887-a796bf49ff51,1358,29095.13,Wire Transfer,APAC,30.8,Confirmed Fraud,Gregory Hill,2025-04-27
