Domain,Business_Activity,Sub_Domain,Activity_Description,Value_Type,Data_Domain,Data_Value,Borrower_ID,Borrower_Name,Credit_Score,Loan_Amount,Loan_Type,Risk_Rating
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00423,Borrower_423,348,149358.04,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00424,Borrower_424,476,774416.25,Auto Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00425,Borrower_425,667,3802279.87,Auto Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00426,Borrower_426,449,3533204.69,Personal Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00427,Borrower_427,431,2437361.67,Auto Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00428,Borrower_428,695,1079965.14,Business Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00429,Borrower_429,773,1187216.15,Personal Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00430,Borrower_430,708,4900347.17,Personal Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00431,Borrower_431,502,771372.93,Business Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00432,Borrower_432,366,2109147.03,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00433,Borrower_433,454,235191.76,Business Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00434,Borrower_434,554,3482578.0,Education Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00435,Borrower_435,374,4436141.52,Personal Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00436,Borrower_436,538,3497194.34,Business Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00437,Borrower_437,518,555436.32,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00438,Borrower_438,490,1583191.8,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00439,Borrower_439,507,1802325.4,Auto Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00440,Borrower_440,826,1723878.56,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00441,Borrower_441,314,289593.68,Education Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00442,Borrower_442,837,3143831.98,Auto Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00443,Borrower_443,585,4879974.95,Business Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00444,Borrower_444,793,2060499.53,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00445,Borrower_445,690,1562910.72,Education Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00446,Borrower_446,614,2104352.24,Home Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00447,Borrower_447,480,116045.12,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00448,Borrower_448,663,2315614.03,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00449,Borrower_449,639,1131686.83,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00450,Borrower_450,404,1734910.27,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00451,Borrower_451,675,3369423.84,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00452,Borrower_452,578,2919689.82,Education Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00453,Borrower_453,720,4012195.77,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00454,Borrower_454,513,4764184.83,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00455,Borrower_455,632,904327.5,Home Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00456,Borrower_456,327,3073843.28,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00457,Borrower_457,662,3545730.99,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00458,Borrower_458,832,586145.68,Home Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00459,Borrower_459,663,1333338.92,Home Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00460,Borrower_460,301,3702676.93,Home Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00461,Borrower_461,712,299316.93,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00462,Borrower_462,355,1926454.26,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00463,Borrower_463,664,2777793.32,Personal Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00464,Borrower_464,827,4148368.08,Education Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00465,Borrower_465,570,3131624.5,Business Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00466,Borrower_466,614,1834330.17,Auto Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00467,Borrower_467,763,1127779.45,Personal Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00468,Borrower_468,368,4232372.46,Auto Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00469,Borrower_469,537,1820320.16,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00470,Borrower_470,727,4013826.2,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00471,Borrower_471,472,1729445.69,Auto Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00472,Borrower_472,530,2766892.0,Education Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00473,Borrower_473,561,1226924.17,Education Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00474,Borrower_474,598,4635085.64,Personal Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00475,Borrower_475,386,1935858.39,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00476,Borrower_476,831,112985.39,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00477,Borrower_477,839,4526765.81,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00478,Borrower_478,351,2176377.69,Education Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00479,Borrower_479,511,4024864.7,Home Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00480,Borrower_480,316,2999459.02,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00481,Borrower_481,562,1460560.8,Business Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00482,Borrower_482,780,1718629.33,Home Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00483,Borrower_483,339,1331223.93,Education Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00484,Borrower_484,544,3292145.25,Home Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00485,Borrower_485,534,2392312.95,Education Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00486,Borrower_486,742,3168982.34,Auto Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00487,Borrower_487,613,661004.84,Auto Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00488,Borrower_488,325,1499407.6,Education Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00489,Borrower_489,375,3894110.43,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00490,Borrower_490,582,4543697.27,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00491,Borrower_491,586,2140003.63,Auto Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00492,Borrower_492,716,750613.61,Business Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00493,Borrower_493,424,4005731.69,Business Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00494,Borrower_494,544,3103557.49,Home Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00495,Borrower_495,647,2548502.33,Auto Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00496,Borrower_496,734,1766534.33,Business Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00497,Borrower_497,324,3635756.07,Business Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00498,Borrower_498,550,4482796.49,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00499,Borrower_499,438,2468991.04,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00500,Borrower_500,743,158433.84,Education Loan,Medium
