Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Transaction ID,Customer ID,Department,Region,Transaction Amount (USD),Risk Level,Alert Status,Transaction Date,Reviewed By,Customer Country,Remarks
Risk Management,Risk and Compliance Operations,Transaction Surveillance,Identify Suspicious Activities,Security,Transaction Data,Flag Suspicious Transactions,9bf927c7-5f53-4d82-8722-c60f06a84e1e,359573,Risk,Americas,22314.25,Medium,Escalated,2025-02-09,Kevin Wilson,Congo,Approach see authority.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,979d06f7-2ec4-4a24-ae4e-2ca94b619286,427483,Operations,EMEA,14913.54,High,Cleared,2025-05-10,Daniel Bailey,Georgia,Old month medical writer.
Risk Management,AML Operations,Transaction Surveillance,Screen Customer Transactions,Compliance,Transaction Data,Flag Suspicious Transactions,56a86912-ee6b-4394-a0c9-d5311553c8a6,439785,Risk,EMEA,70678.06,Medium,Confirmed Suspicious,2025-03-18,Michelle Norris,Taiwan,Idea then imagine.
Financial Crime Prevention,Risk and Compliance Operations,Transaction Surveillance,Identify Suspicious Activities,Risk Prevention,AML Data,Flag Suspicious Transactions,d812d728-0645-45c1-96f3-75929280383b,381437,Fraud Detection,Americas,67658.11,Medium,Confirmed Suspicious,2025-05-14,Andrew Bryan,Chile,Region talk already card term.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Monitor High-Risk Accounts,Compliance,Compliance Data,Flag Suspicious Transactions,138df114-0356-4394-bb0b-f8c791c4d7f8,925324,Compliance,EMEA,12585.08,Medium,Pending Review,2025-03-11,Heather Green,Bermuda,Different class available dog.
Risk Management,Fraud and Risk Control,Transaction Surveillance,Screen Customer Transactions,Security,Transaction Data,Review Alerts,6071bc9f-9af5-4907-931d-fe5cdd33be53,347244,Fraud Detection,EMEA,18399.01,High,Pending Review,2025-07-01,Sara Clark,Belize,Ok instead task audience her relate drug.
Risk Management,Risk and Compliance Operations,Customer Risk Review,Identify Suspicious Activities,Compliance,Compliance Data,Screen Customer Transactions,4cf157c3-f4bc-4562-a8b9-e3c7a570430c,837713,Risk,APAC,19092.39,High,Pending Review,2025-05-19,Tyler King,Brazil,Rise store shoulder particular.
Risk Management,AML Operations,Transaction Surveillance,Identify Suspicious Activities,Compliance,Compliance Data,Flag Suspicious Transactions,77102396-2fce-46cc-874f-4fa647774c15,286069,Risk,Americas,15506.36,High,Pending Review,2025-05-28,Erika Mata,Cook Islands,Enough town month budget listen.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Transaction Data,Flag Suspicious Transactions,bd7c1f8b-6fe4-4dc5-a362-e7366639bd2c,629059,Compliance,Americas,62502.24,Medium,Pending Review,2025-04-01,Christy Paul,Cote d'Ivoire,Sign reality field process day bill.
Compliance Oversight,Risk and Compliance Operations,Customer Risk Review,Monitor High-Risk Accounts,Compliance,Compliance Data,Flag Suspicious Transactions,fe85172e-1a5e-4487-845a-27b4f66eafd0,947477,Risk,APAC,97561.71,Low,Escalated,2025-02-25,Valerie Frazier,Tunisia,Indicate deep general probably.
Compliance Oversight,Fraud and Risk Control,Customer Risk Review,Screen Customer Transactions,Security,Compliance Data,Screen Customer Transactions,536a9767-0305-4b97-9275-4641bddbb9dc,275608,Operations,Americas,91250.39,Critical,Cleared,2025-07-27,Angela Martinez,Lao People's Democratic Republic,Field management south of tree color.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Security,Compliance Data,Flag Suspicious Transactions,4d57e41a-1538-4577-948c-1d9a6a1b5845,740338,Operations,EMEA,65932.98,Medium,Confirmed Suspicious,2025-02-28,Sandy Simmons,Saint Vincent and the Grenadines,Chair military social.
Risk Management,AML Operations,Anti Money Laundering Monitoring,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Review Alerts,f5316757-32a0-4726-bcb6-dca8f6ee23ab,824935,Risk,Americas,63301.2,Critical,Pending Review,2025-10-15,John Young,Saudi Arabia,Air husband really figure hand section.
Risk Management,AML Operations,Transaction Surveillance,Screen Customer Transactions,Compliance,Compliance Data,Review Alerts,d8d8a763-bc5e-4ee0-89f8-4eb04ec2ab07,553511,Risk,APAC,51339.37,Medium,Confirmed Suspicious,2025-08-17,Kevin Johnson,Taiwan,Federal wind husband summer final recognize writer.
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Risk Prevention,Compliance Data,Review Alerts,03635fda-22d9-4a0b-a203-8f498e30c4f6,361289,Fraud Detection,EMEA,91554.03,Low,Confirmed Suspicious,2025-06-09,Lisa Baker,Suriname,Movie story notice dream evening seem.
Risk Management,AML Operations,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Flag Suspicious Transactions,a7cf999c-5906-42ee-ad30-df9b43485e93,213145,Risk,APAC,28275.28,Low,Pending Review,2025-08-07,Lauren Cox,Luxembourg,Poor music ready reason.
Risk Management,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security,AML Data,Screen Customer Transactions,d0134656-03aa-4dd2-ae67-5332f1d95f82,506456,Operations,Americas,3230.45,Low,Confirmed Suspicious,2025-03-09,Rebecca Powell,Hong Kong,Agency any however apply approach add court.
Compliance Oversight,Risk and Compliance Operations,Transaction Surveillance,Screen Customer Transactions,Risk Prevention,Transaction Data,Flag Suspicious Transactions,32130371-3241-4eb1-8855-0da2f0a53bc6,462447,Fraud Detection,EMEA,97839.1,Low,Pending Review,2025-02-10,Taylor Hayes,Anguilla,Mother however work success anything product.
Risk Management,AML Operations,Customer Risk Review,Screen Customer Transactions,Risk Prevention,AML Data,Review Alerts,048e3645-b0c9-412e-9dfd-c5d9f940c6c7,605922,Compliance,Americas,36699.05,Medium,Confirmed Suspicious,2025-05-23,Rebecca Christensen,Saint Barthelemy,Again six understand.
Financial Crime Prevention,AML Operations,Anti Money Laundering Monitoring,Monitor High-Risk Accounts,Risk Prevention,Transaction Data,Flag Suspicious Transactions,3bef541d-da53-4705-9b79-63d9d7c58134,536579,Risk,EMEA,58638.87,High,Cleared,2025-03-12,Stephen Alexander,Korea,Sure expert she protect food student raise.
Financial Crime Prevention,AML Operations,Transaction Surveillance,Identify Suspicious Activities,Risk Prevention,AML Data,Flag Suspicious Transactions,303fefbc-7b6a-4dbb-b4f9-b2bcbbc44429,598640,Compliance,APAC,87585.6,Critical,Pending Review,2025-06-27,Shannon Neal,Bhutan,Dog service six rather will bring.
Risk Management,Risk and Compliance Operations,Customer Risk Review,Identify Suspicious Activities,Security,Compliance Data,Review Alerts,7940a552-5c97-4716-80b8-8e01d910ad9e,161966,Operations,Americas,92408.89,Low,Confirmed Suspicious,2025-07-22,Shannon Young,Brazil,High them whatever interest network Mr.
Financial Crime Prevention,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Risk Prevention,Compliance Data,Screen Customer Transactions,bef0c9c6-9984-45e9-8ea1-c09795df9189,707197,Risk,EMEA,32941.89,Low,Escalated,2025-06-29,Amanda Bishop,Korea,Me someone national into.
Risk Management,Risk and Compliance Operations,Transaction Surveillance,Screen Customer Transactions,Security,Transaction Data,Review Alerts,f85c8cf8-dee8-4efe-9a0a-3124f50a374b,315534,Risk,EMEA,49955.73,Medium,Pending Review,2025-06-23,Mark Grant,Liberia,Pressure about thing return international.
Compliance Oversight,AML Operations,Transaction Surveillance,Identify Suspicious Activities,Risk Prevention,Compliance Data,Flag Suspicious Transactions,8ce64f0c-a750-4d5f-b4b2-19ba4150813b,589165,Risk,Americas,80410.64,High,Pending Review,2025-01-29,Donna Pearson,Nepal,Everybody large relationship author.
Financial Crime Prevention,AML Operations,Customer Risk Review,Monitor High-Risk Accounts,Security,Compliance Data,Flag Suspicious Transactions,430f38c2-02e6-4a4e-8374-e9ad769f8dcd,280400,Compliance,Americas,48684.41,High,Pending Review,2025-05-17,Brian Davis,Christmas Island,Language own table activity.
Compliance Oversight,AML Operations,Customer Risk Review,Monitor High-Risk Accounts,Risk Prevention,Transaction Data,Screen Customer Transactions,84e3eb43-ae22-41ac-99b2-07cd51b1f8df,793767,Fraud Detection,APAC,89433.45,Medium,Cleared,2025-08-05,Brian Austin,Benin,Feel your respond talk many third.
Financial Crime Prevention,AML Operations,Transaction Surveillance,Monitor High-Risk Accounts,Compliance,AML Data,Review Alerts,3f85d6e3-e88d-401e-ab1b-e14890b8afe5,690625,Compliance,APAC,16324.73,Medium,Escalated,2025-08-14,John Johnson,Saint Martin,Serve heavy change walk discover.
Compliance Oversight,Fraud and Risk Control,Customer Risk Review,Identify Suspicious Activities,Compliance,AML Data,Screen Customer Transactions,4c5d5433-bd87-4f9e-9ef8-a187a7327668,865381,Fraud Detection,Americas,93182.71,Critical,Cleared,2025-06-12,James Griffith,Serbia,Party allow kitchen high it.
Financial Crime Prevention,Risk and Compliance Operations,Transaction Surveillance,Identify Suspicious Activities,Compliance,Transaction Data,Review Alerts,61f03359-b454-4c10-86a4-5b2eedb4f89d,995801,Risk,Americas,8993.66,Medium,Confirmed Suspicious,2025-04-01,Katie Crawford,Morocco,However seek heavy tax for.
Risk Management,Fraud and Risk Control,Customer Risk Review,Monitor High-Risk Accounts,Security,AML Data,Screen Customer Transactions,e145c038-e36d-48a9-ba34-cfbe62c0800e,155521,Operations,EMEA,50642.24,Critical,Escalated,2025-01-02,Sarah Patton,Indonesia,Animal international expert.
Financial Crime Prevention,AML Operations,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Flag Suspicious Transactions,351551bd-3caf-4a0d-a83f-7c6d5721ec3e,129047,Compliance,EMEA,89294.11,Critical,Cleared,2025-09-08,Stephanie Kelly,Turkmenistan,Price deep amount film kid once.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Security,Compliance Data,Screen Customer Transactions,13462970-bd05-4e8b-aa0f-84c573650152,540819,Fraud Detection,Americas,18960.73,High,Confirmed Suspicious,2025-01-17,Mary Spears,Samoa,Admit wish billion eye.
Compliance Oversight,Risk and Compliance Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Compliance Data,Review Alerts,8613886a-6a9c-4426-bcf7-e65ee664bf22,534638,Operations,APAC,30780.22,Critical,Escalated,2025-09-18,Holly Pittman,Cote d'Ivoire,Trouble area last.
Risk Management,Fraud and Risk Control,Customer Risk Review,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,8c3af420-c216-4792-b119-82a3e25cca6e,395168,Risk,Americas,84573.33,High,Escalated,2025-04-01,Keith Brown,France,Others section consider thousand will order race wide.
Risk Management,Fraud and Risk Control,Customer Risk Review,Screen Customer Transactions,Risk Prevention,Compliance Data,Screen Customer Transactions,6c98815e-9270-471c-8071-30087676f9fa,201170,Operations,APAC,20166.15,Critical,Pending Review,2025-10-14,Heather Cooper,Saint Vincent and the Grenadines,Structure site animal account.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,Transaction Data,Flag Suspicious Transactions,d504350b-4e90-452a-8b7d-d02f6a938e03,798915,Risk,Americas,30852.36,Medium,Confirmed Suspicious,2025-08-28,Heather Thomas,Sudan,Quickly than poor two black.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,AML Data,Flag Suspicious Transactions,7b634b6c-e11f-4423-b047-37b01af7e1ab,933788,Compliance,EMEA,76666.43,Critical,Escalated,2025-02-10,Bonnie Wells,Guernsey,Address pretty store field feel ten bank recently.
Compliance Oversight,AML Operations,Transaction Surveillance,Screen Customer Transactions,Compliance,Compliance Data,Review Alerts,2ebd5144-e1ab-4485-8524-9a2ce94efef2,976980,Compliance,Americas,84265.56,Low,Confirmed Suspicious,2025-08-16,Melanie Barrera,Anguilla,Tend loss experience hard.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Identify Suspicious Activities,Compliance,AML Data,Screen Customer Transactions,250869a4-31bc-415f-bf78-358799452cfb,117862,Operations,APAC,2076.41,High,Pending Review,2025-08-08,Jonathan Brown,Uganda,These too couple baby.
Compliance Oversight,AML Operations,Customer Risk Review,Screen Customer Transactions,Security,Transaction Data,Flag Suspicious Transactions,055f93df-5a29-4ef5-82c2-244298c0ad3c,672850,Fraud Detection,EMEA,93988.31,Low,Cleared,2025-09-28,Paula Smith,Australia,Into stage bit senior southern happy require eye.
Financial Crime Prevention,Risk and Compliance Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,AML Data,Screen Customer Transactions,69a24bb0-90c4-40bd-96e4-b6961dfd5b1e,818667,Operations,APAC,51841.42,Low,Pending Review,2025-08-25,Ryan Robinson,Uruguay,Pattern minute issue board.
Compliance Oversight,Fraud and Risk Control,Customer Risk Review,Identify Suspicious Activities,Risk Prevention,Compliance Data,Screen Customer Transactions,c695d67d-5859-4c9e-adb8-f674efaba68c,655239,Risk,EMEA,45951.28,Low,Escalated,2025-08-04,Timothy Barnes,Djibouti,Need effort learn behind.
Risk Management,Risk and Compliance Operations,Customer Risk Review,Monitor High-Risk Accounts,Security,Transaction Data,Flag Suspicious Transactions,3af3425e-3467-41f2-b57f-33be5ad33300,395360,Operations,EMEA,35618.11,Medium,Escalated,2025-07-18,Mrs. Elizabeth Valencia,Tuvalu,Often college each meet act.
Risk Management,Fraud and Risk Control,Transaction Surveillance,Identify Suspicious Activities,Compliance,AML Data,Flag Suspicious Transactions,df3c2e09-8e39-4ce5-bd93-821b7d9aad9a,387532,Compliance,APAC,73229.62,Critical,Pending Review,2025-09-23,Aaron Murray,Australia,Response look study under social down left.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Monitor High-Risk Accounts,Risk Prevention,Transaction Data,Flag Suspicious Transactions,002f1c9a-d145-402f-aa2a-ce5e98a8a20c,400169,Risk,APAC,25152.71,Medium,Pending Review,2025-02-27,Tracy Baldwin,Marshall Islands,Study who hospital shoulder century wall.
Financial Crime Prevention,AML Operations,Customer Risk Review,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3d600407-d639-493c-99b4-e85d6e782106,835641,Risk,APAC,91625.15,Critical,Cleared,2025-08-30,Sara Evans,Tuvalu,Common cold enjoy form still compare.
Risk Management,Risk and Compliance Operations,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Review Alerts,06d2cede-12e9-49eb-a172-462854c5feb8,847216,Compliance,APAC,96138.61,Medium,Cleared,2025-02-01,Penny Williamson,Chad,Team big always fight relationship section reduce.
Risk Management,Risk and Compliance Operations,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Review Alerts,355f3e96-a78e-46c2-a8ae-f76074f48a72,752368,Risk,Americas,49160.27,Critical,Confirmed Suspicious,2025-10-04,Erika Padilla,Switzerland,Recent raise must minute goal join.
Financial Crime Prevention,Risk and Compliance Operations,Transaction Surveillance,Screen Customer Transactions,Compliance,AML Data,Flag Suspicious Transactions,c2ba7bd1-2453-424c-ba4c-07164888fd67,434272,Compliance,APAC,85576.79,Medium,Pending Review,2025-01-01,Lisa Rivera,Falkland Islands (Malvinas),Yard hospital clear reveal second key responsibility.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Identify Suspicious Activities,Security,AML Data,Review Alerts,3b07028b-f140-4653-9e25-318c89e4905a,575737,Compliance,APAC,41484.26,Low,Escalated,2025-05-09,Jane Bishop,Swaziland,Value defense natural bill sister conference.
Financial Crime Prevention,AML Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Risk Prevention,AML Data,Screen Customer Transactions,72b5b0c6-b186-41d2-91d2-248313394a7c,469312,Risk,EMEA,50433.65,Medium,Escalated,2025-08-18,Jennifer Wilkins,Vanuatu,Decade the seek fill war wall movie.
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Review Alerts,75006db8-7f58-4991-bc5a-97943e65ec3c,295930,Operations,EMEA,35991.19,High,Escalated,2025-01-25,Margaret Sharp,Uruguay,Community benefit back meeting at.
Compliance Oversight,Risk and Compliance Operations,Customer Risk Review,Screen Customer Transactions,Risk Prevention,Transaction Data,Flag Suspicious Transactions,504cfff2-04d6-4725-b65c-8cc92c18d3aa,763826,Compliance,EMEA,76098.52,High,Confirmed Suspicious,2025-10-13,Eric Kim,Liberia,Culture life guess require forget life structure.
Compliance Oversight,AML Operations,Customer Risk Review,Identify Suspicious Activities,Risk Prevention,Transaction Data,Review Alerts,7e35e065-06af-48d3-b3c9-b22e34e2bd34,110878,Risk,EMEA,68002.15,High,Confirmed Suspicious,2025-09-13,Crystal Martin,Ecuador,Bar best central society.
Compliance Oversight,AML Operations,Customer Risk Review,Monitor High-Risk Accounts,Risk Prevention,Transaction Data,Flag Suspicious Transactions,53264592-33b7-4756-8982-ed6bd4660877,957322,Risk,Americas,93337.85,Low,Cleared,2025-03-10,Patricia Reed,United Arab Emirates,Law air yet cell forget foreign.
Compliance Oversight,AML Operations,Transaction Surveillance,Identify Suspicious Activities,Risk Prevention,Compliance Data,Review Alerts,69bd3e34-7274-4b9c-b8d2-9627e67822aa,373901,Operations,Americas,84400.48,Medium,Pending Review,2025-03-11,Mary Martin,India,Ground pressure alone sometimes color.
Compliance Oversight,Fraud and Risk Control,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Review Alerts,454cf983-a1a5-4843-9f79-b4f6ae1b7258,411071,Fraud Detection,EMEA,75118.12,Medium,Pending Review,2025-01-15,Pam Sims,Monaco,Writer left people realize.
Compliance Oversight,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security,Transaction Data,Flag Suspicious Transactions,e1837c79-ae62-4ccf-b68a-d6ca2342c546,466185,Operations,EMEA,40059.21,Medium,Pending Review,2025-07-01,James Wells,Nauru,Create technology door.
Compliance Oversight,AML Operations,Transaction Surveillance,Monitor High-Risk Accounts,Compliance,AML Data,Review Alerts,d1f1d47e-9e57-4dc6-99e5-f0510a73b920,659304,Fraud Detection,EMEA,24522.4,High,Confirmed Suspicious,2025-04-21,Alex Hall,Namibia,Let development green chance final commercial source way.
Risk Management,Fraud and Risk Control,Transaction Surveillance,Identify Suspicious Activities,Compliance,Transaction Data,Screen Customer Transactions,c33e1054-6cfd-4b42-8df8-7769151f55bf,371280,Operations,Americas,11168.32,Low,Pending Review,2025-08-17,Valerie Lloyd,Somalia,Sort rest memory prove.
Compliance Oversight,Fraud and Risk Control,Anti Money Laundering Monitoring,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Screen Customer Transactions,13157628-52aa-470b-92db-2c02827bfca0,252273,Risk,Americas,85977.18,Critical,Confirmed Suspicious,2025-01-29,Matthew Manning,Guernsey,Explain particularly agree east leg forward.
Compliance Oversight,Risk and Compliance Operations,Transaction Surveillance,Screen Customer Transactions,Compliance,AML Data,Flag Suspicious Transactions,7a83cb0c-a9f7-463b-9076-12e3bbb33d44,284919,Fraud Detection,EMEA,39022.39,Medium,Pending Review,2025-05-27,Carlos Robinson,Malawi,Four idea relationship agency wife.
Risk Management,AML Operations,Customer Risk Review,Identify Suspicious Activities,Compliance,AML Data,Review Alerts,acdaa8bd-6134-4dc4-aeee-33924f66614a,406235,Fraud Detection,Americas,73402.57,Medium,Cleared,2025-10-07,Matthew Goodman,Cayman Islands,Indeed office themselves take front power account.
Risk Management,AML Operations,Customer Risk Review,Screen Customer Transactions,Security,AML Data,Screen Customer Transactions,e5696885-e63b-464a-ac86-0530b9d194d6,489991,Compliance,Americas,62112.29,Low,Pending Review,2025-02-04,Holly Sanchez,Netherlands Antilles,Store middle policy single try.
Risk Management,AML Operations,Transaction Surveillance,Monitor High-Risk Accounts,Security,Compliance Data,Screen Customer Transactions,699a9026-b882-4050-a9bc-6cb71fe7602e,207080,Compliance,EMEA,56314.39,Low,Pending Review,2025-08-18,Kenneth Ross,Ecuador,Drug green billion friend attention bag tree ground.
Risk Management,Fraud and Risk Control,Customer Risk Review,Monitor High-Risk Accounts,Security,AML Data,Flag Suspicious Transactions,9316864f-1412-4cc5-85ea-da14466c9c3f,707857,Risk,EMEA,1573.98,High,Pending Review,2025-02-08,Robert Tate,Malta,Special traditional suggest behind wear still son magazine.
Compliance Oversight,Fraud and Risk Control,Transaction Surveillance,Identify Suspicious Activities,Compliance,AML Data,Flag Suspicious Transactions,36c18962-1f14-48c5-8de7-c29aac7e2251,298517,Compliance,Americas,76447.74,Low,Escalated,2025-02-06,Heather Matthews,Turks and Caicos Islands,Offer key past second happy.
Financial Crime Prevention,Risk and Compliance Operations,Transaction Surveillance,Screen Customer Transactions,Security,Compliance Data,Screen Customer Transactions,6c729370-1c96-4562-bd85-d673a1e603b5,368694,Fraud Detection,Americas,14513.47,Medium,Pending Review,2025-04-10,Laurie Roman,Equatorial Guinea,Subject focus usually scientist other situation.
Risk Management,Fraud and Risk Control,Transaction Surveillance,Identify Suspicious Activities,Risk Prevention,Transaction Data,Screen Customer Transactions,6806fe01-714e-40af-84ae-571ba7bac0f9,867857,Operations,APAC,88608.93,Low,Escalated,2025-09-08,Carmen King,New Zealand,Democratic shake increase nearly evening.
Risk Management,AML Operations,Customer Risk Review,Identify Suspicious Activities,Compliance,Transaction Data,Flag Suspicious Transactions,c859e563-f917-4b3b-8b78-ed1042be1389,604726,Fraud Detection,Americas,18793.08,Medium,Cleared,2025-03-02,Samantha Warner,Heard Island and McDonald Islands,I number now attack reflect.
Risk Management,AML Operations,Transaction Surveillance,Screen Customer Transactions,Security,Transaction Data,Screen Customer Transactions,2393d8d3-624f-4ceb-99ad-b99d77ae8ace,103119,Compliance,APAC,59364.45,High,Pending Review,2025-03-05,Andrea Blair,Tunisia,Ask rate magazine fish go people.
Compliance Oversight,Risk and Compliance Operations,Transaction Surveillance,Identify Suspicious Activities,Security,Transaction Data,Review Alerts,6bb6e209-6912-4808-981f-92b989821793,318314,Risk,EMEA,64041.47,Low,Pending Review,2025-10-05,Christopher Wright,Korea,Commercial computer realize positive.
Financial Crime Prevention,AML Operations,Transaction Surveillance,Identify Suspicious Activities,Compliance,Transaction Data,Screen Customer Transactions,eb23e4b1-b0d1-415e-a163-6ffc1fea7d02,637987,Fraud Detection,APAC,48247.61,Low,Confirmed Suspicious,2025-05-10,Michael Cruz,Egypt,Woman bad sport voice operation local wrong.
Risk Management,AML Operations,Customer Risk Review,Identify Suspicious Activities,Security,Transaction Data,Flag Suspicious Transactions,f10720d1-e2e3-4dbc-95f8-df027a6ae1c2,686545,Compliance,EMEA,5216.91,Critical,Pending Review,2025-08-20,Alison Gray,Faroe Islands,Middle most collection friend here point thought.
Risk Management,Fraud and Risk Control,Customer Risk Review,Monitor High-Risk Accounts,Risk Prevention,Transaction Data,Flag Suspicious Transactions,7ad81479-dda7-47be-bb56-84cca8e27c3f,558241,Compliance,EMEA,23667.2,High,Escalated,2025-07-24,Laura Rivera,Bangladesh,Lose receive outside method.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Identify Suspicious Activities,Security,Compliance Data,Review Alerts,b7417151-054e-4721-bfa3-9acdff4ba134,226055,Compliance,EMEA,30550.47,Critical,Escalated,2025-02-12,Patrick Gentry,Niue,Garden history Mrs interview no people.
Compliance Oversight,AML Operations,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,AML Data,Screen Customer Transactions,f0affb37-78b2-466e-b172-5ff5b5ae3269,121240,Risk,Americas,34082.89,Medium,Escalated,2025-08-21,Anthony Cardenas,Micronesia,Meeting attention lot run huge.
Compliance Oversight,AML Operations,Customer Risk Review,Screen Customer Transactions,Risk Prevention,AML Data,Screen Customer Transactions,cb278aa9-e8bf-47b5-9136-de9a1fea0e65,340053,Fraud Detection,Americas,22071.51,Critical,Pending Review,2025-08-19,Anna Meyer,Macao,Full general start effect.
Risk Management,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Compliance Data,Screen Customer Transactions,5f49226a-2308-4bf1-90bf-6487e0d2eedb,380701,Operations,Americas,16493.29,High,Escalated,2025-07-26,Stuart Shelton,Yemen,Drug own article current far.
Financial Crime Prevention,Risk and Compliance Operations,Transaction Surveillance,Identify Suspicious Activities,Compliance,Compliance Data,Flag Suspicious Transactions,f5408580-1e00-4e8f-9451-6f1665e5c629,413363,Compliance,EMEA,99225.29,Low,Cleared,2025-08-18,James Briggs,Kyrgyz Republic,Just house look form meet identify.
Risk Management,AML Operations,Customer Risk Review,Screen Customer Transactions,Compliance,AML Data,Flag Suspicious Transactions,e6abdf42-61e9-44fe-8e4f-91030e61410c,107192,Fraud Detection,EMEA,36130.62,High,Confirmed Suspicious,2025-07-15,Angela Davis,Netherlands,Remain first agency ground.
Compliance Oversight,AML Operations,Customer Risk Review,Identify Suspicious Activities,Security,Transaction Data,Flag Suspicious Transactions,247c2204-9412-4e3f-b6cd-3b9aa6f20800,306908,Compliance,Americas,11593.36,Low,Escalated,2025-05-10,Andrea Marshall,Turkey,If discussion tough heavy amount particularly small.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Identify Suspicious Activities,Compliance,Transaction Data,Flag Suspicious Transactions,eaa5f027-5f2a-45e1-9321-91c58fc3e65a,435890,Compliance,EMEA,77879.79,Low,Confirmed Suspicious,2025-09-06,Lisa Castillo,Bahamas,Do here over reason.
Compliance Oversight,AML Operations,Customer Risk Review,Identify Suspicious Activities,Security,Compliance Data,Flag Suspicious Transactions,6fc923b0-d216-448d-bade-e6a6edb27671,457824,Risk,EMEA,86688.44,Medium,Confirmed Suspicious,2025-07-09,Patrick Gray PhD,El Salvador,Type at TV because quite difference single born.
Compliance Oversight,AML Operations,Transaction Surveillance,Monitor High-Risk Accounts,Compliance,Transaction Data,Review Alerts,aed4c75c-0e2f-4781-aa1f-7dddc38cc1cd,737978,Operations,EMEA,65419.3,Low,Confirmed Suspicious,2025-03-11,Craig Neal,French Polynesia,Stay even instead front reveal say throughout second.
Financial Crime Prevention,Risk and Compliance Operations,Transaction Surveillance,Screen Customer Transactions,Compliance,Compliance Data,Flag Suspicious Transactions,17ca1f4e-4315-4e21-b21e-a11a93726eec,442377,Fraud Detection,Americas,14563.68,Critical,Escalated,2025-07-26,Jasmine Moore,Australia,Series ground plant us tonight.
Risk Management,Risk and Compliance Operations,Transaction Surveillance,Identify Suspicious Activities,Security,AML Data,Flag Suspicious Transactions,778776ae-725b-431b-b9e5-cd6bb9923c55,560944,Operations,EMEA,97830.25,Critical,Confirmed Suspicious,2025-03-09,Zachary Moran,Ghana,Pay less war business.
Compliance Oversight,AML Operations,Customer Risk Review,Screen Customer Transactions,Risk Prevention,Transaction Data,Flag Suspicious Transactions,c1ace0f9-eb90-48fd-8366-fca83c29a625,318586,Fraud Detection,APAC,29051.95,Medium,Cleared,2025-06-20,Deanna Wright,Netherlands Antilles,Clearly pressure hear something water chance day.
Risk Management,Fraud and Risk Control,Transaction Surveillance,Screen Customer Transactions,Compliance,AML Data,Flag Suspicious Transactions,42670af7-91a0-4d83-93dc-8f03ddc6806c,669268,Operations,APAC,98605.56,High,Confirmed Suspicious,2025-05-12,Richard Morton,Denmark,Suggest western glass pull able help.
Financial Crime Prevention,AML Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Security,Compliance Data,Review Alerts,00cf8cca-a8a3-4c56-9b3d-31a8bb433a38,183367,Compliance,APAC,18125.35,High,Escalated,2025-08-01,Shelby Webster,Reunion,Hospital build thought again size agreement simple.
