Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Report ID,Transaction ID,Customer ID,Transaction Amount,Transaction Type,Account Type,Region,AML Risk Score,Report Status,Reported By,Report Date
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Transaction Data,Reports Suspicious Activities,a364f98d-ff1d-4798-8991-d81a002e3403,e0d658ad-ab81-40b3-a347-1b2aa87f46ca,2975,12671.47,ATM,Current,APAC,84.84,Pending Review,Sarah Lozano,2025-01-31
Risk Management,Fraud Management,AML Reporting,Screen Customer Transactions,Operational Oversight,Transaction Data,Reports Suspicious Activities,d1045521-2418-429d-9473-562eb4793bc9,8997887b-a262-46f4-8aaa-f83cb430ac09,9579,13831.1,POS,Savings,Americas,60.63,Investigated,Julia Warren,2025-08-08
Operational Risk,Fraud Management,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Audit Data,Investigate Alerts,0aed7f88-b609-4103-8bea-37fc4bd26c26,71699151-07a0-44f5-aa0a-1d02a2442369,2142,48076.73,Wire Transfer,Corporate,EMEA,82.94,Filed,Melissa Smith,2025-06-16
Financial Crime Risk,Fraud Management,AML Reporting,Investigate Alerts,Security Value,Transaction Data,Reports Suspicious Activities,5d7e07a9-be23-486f-b8c1-9d9925c61073,76a23a63-42f5-44cb-b171-fb95e6be4777,4928,39114.19,ATM,Savings,EMEA,68.38,Pending Review,Theresa Owens,2025-05-28
Financial Crime Risk,Risk and Compliance Operations,AML Reporting,Investigate Alerts,Security Value,Transaction Data,Monitor Transactions,ff7ec982-b7bd-4799-957b-d344c120fe0c,e1c1c9e4-c6bd-4f57-a077-771188157c8e,3714,41947.52,Online,Savings,Americas,31.44,Closed,Maria Clay,2025-05-14
Financial Crime Risk,Risk and Compliance Operations,AML Reporting,Investigate Alerts,Compliance,Compliance Data,Investigate Alerts,8f23e6f2-72b3-49a0-a646-e8c3ce5ca175,81a1baf9-0fdb-47b8-816b-f702900de0f5,5767,84797.73,ATM,Corporate,Americas,50.01,Closed,Samantha Lawrence,2025-09-21
Risk Management,AML Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Compliance,Audit Data,Monitor Transactions,0af8d63f-2a64-4920-88ea-62253c47c717,a87d09ea-4786-4125-ba5a-906c725549e5,1744,53391.4,POS,Corporate,Americas,82.3,Filed,Mark Johnson,2025-09-22
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Transaction Data,Reports Suspicious Activities,8800ff92-5f1d-4c1b-b694-0d314856cced,f38d89ee-499c-4a68-9864-db9ec27bf9e5,4366,77021.09,POS,Savings,Americas,66.64,Investigated,Megan Wagner,2025-02-23
Risk Management,AML Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Compliance,Compliance Data,Monitor Transactions,7ca132d9-5ee7-4435-a981-158f1efb2e22,b82ddd05-ca00-423f-9459-93b703cfe756,4625,81023.84,ATM,Corporate,APAC,7.06,Pending Review,Stephen Holland,2025-04-26
Financial Crime Risk,Fraud Management,AML Reporting,Reports Suspicious Activities,Operational Oversight,Transaction Data,Monitor Transactions,d6ea5935-2c7c-47d8-9672-45756bd4cd55,ce2ac264-77a1-4ab6-ada4-5b81abcf1f19,8781,63109.89,POS,Savings,Americas,18.95,Closed,Jessica Zhang,2025-08-30
Risk Management,Fraud Management,Fraud Detection,Screen Customer Transactions,Operational Oversight,Audit Data,Reports Suspicious Activities,105a9103-1959-4a80-9692-7adda71fe460,ba6f24ea-fe28-49ef-a1cc-a1c2908bfdcc,1342,39530.71,Online,Savings,EMEA,88.94,Closed,Andrew Tate,2025-08-10
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Audit Data,Reports Suspicious Activities,9502640e-fa61-4bc0-9f83-8af2d33eb8e8,25906766-d696-49ba-afbd-7f6a0721f08e,2949,79222.28,Online,Corporate,EMEA,36.39,Filed,Jeanette Sullivan,2025-02-13
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Investigate Alerts,Compliance,Compliance Data,Monitor Transactions,f7d4fdc7-0fbe-47d2-a7c9-d2636115d9b9,5e546973-e304-4911-a550-bfb2a53d79d8,7656,84490.62,Wire Transfer,Current,APAC,72.52,Filed,Michael Tucker,2025-10-09
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Compliance Data,Reports Suspicious Activities,e3987fe1-1e8f-4085-908c-629796f873d4,5d9fefee-8671-440b-aebe-63be2be91380,1257,34338.98,POS,Current,EMEA,0.4,Filed,Karen Stewart,2025-03-24
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Audit Data,Investigate Alerts,404750b1-7092-43ee-8c3c-56c949527239,7ce85734-7d8e-4347-8458-31d0afe5c5e5,2163,88577.19,ATM,Savings,Americas,1.4,Investigated,Mrs. Linda Fernandez,2025-05-25
Operational Risk,Fraud Management,Fraud Detection,Screen Customer Transactions,Operational Oversight,Compliance Data,Monitor Transactions,6a8addb7-2261-4d39-b1f3-80eddd1ee610,1fa8fa4f-c148-4447-a512-f3ae8eefcb2b,3322,82474.31,Wire Transfer,Current,Americas,85.14,Investigated,Gina Gomez,2025-02-09
Operational Risk,Risk and Compliance Operations,Fraud Detection,Screen Customer Transactions,Security Value,Transaction Data,Reports Suspicious Activities,e7a871c4-b948-431b-b9f7-5f64529facef,42c9dddb-3ea0-45a6-b443-af6043cad42d,6567,23802.18,Wire Transfer,Current,EMEA,8.63,Pending Review,Jordan Lewis,2025-09-24
Operational Risk,Risk and Compliance Operations,AML Reporting,Investigate Alerts,Operational Oversight,Compliance Data,Investigate Alerts,a4bd39fc-a278-47b9-8ac4-89fa32e14dc7,66c5cf47-2c51-4a32-9543-b1fa6534b46b,6065,6474.95,POS,Savings,APAC,73.48,Filed,Samantha Bridges,2025-08-17
Financial Crime Risk,AML Operations,AML Reporting,Reports Suspicious Activities,Security Value,Compliance Data,Reports Suspicious Activities,71c24228-37c6-4b82-87e8-2508e3bfd533,51f10060-dc1b-45da-aa52-b70d519bec79,1512,58500.66,ATM,Savings,Americas,3.25,Investigated,John Duran,2025-08-04
Financial Crime Risk,Fraud Management,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Transaction Data,Monitor Transactions,3697a380-7658-4fd2-985a-28543a78add7,ab668346-e266-4dff-b975-16e1aa87a723,7081,69550.12,ATM,Savings,EMEA,32.14,Filed,Catherine Coleman,2025-03-29
Risk Management,AML Operations,Fraud Detection,Screen Customer Transactions,Compliance,Compliance Data,Investigate Alerts,0a9e1b4b-c91f-4330-89e7-5379335665ec,902b8105-c7b7-4c51-bf8d-905b0d275bb4,5311,80116.32,Online,Current,Americas,80.62,Investigated,Jaime Farmer,2025-02-23
Risk Management,Fraud Management,AML Reporting,Reports Suspicious Activities,Operational Oversight,Transaction Data,Monitor Transactions,4fcec71f-bda8-4380-bdc2-f40e951b9ee3,0344972b-5616-4240-8250-173c832fbe77,6131,4559.47,Wire Transfer,Corporate,EMEA,82.22,Pending Review,Veronica Romero,2025-05-31
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security Value,Audit Data,Monitor Transactions,44502632-abb5-4876-8f83-3e00c98974a9,86cd1a09-1c2f-4a93-b540-47757e81f247,7574,8548.09,POS,Current,Americas,86.85,Pending Review,Troy Jenkins,2025-05-03
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Compliance,Audit Data,Monitor Transactions,a52037ac-431d-411c-806d-fc9e99666404,d027d0de-0282-4ff2-9022-2ede7ee6fa03,9265,38439.4,ATM,Savings,EMEA,14.86,Closed,Aaron Torres,2025-05-15
Risk Management,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Security Value,Compliance Data,Monitor Transactions,dc8a3bec-df46-4d4c-974e-9747092e85f6,7b87defb-7037-41f1-b2f8-4b73414af6fc,1857,27814.99,Wire Transfer,Current,Americas,33.01,Filed,Eugene Ellis,2025-05-08
Operational Risk,Fraud Management,AML Reporting,Screen Customer Transactions,Compliance,Transaction Data,Investigate Alerts,061b6ad7-3460-43a3-a8cd-3a60ce305b9e,925766c6-d035-4d6b-9361-5593f6b639af,6703,93001.75,ATM,Savings,APAC,64.23,Investigated,Anna White,2025-02-10
Operational Risk,Risk and Compliance Operations,Fraud Detection,Reports Suspicious Activities,Operational Oversight,Compliance Data,Investigate Alerts,b1db6527-e0d2-490e-9c99-8443e18a4c0f,8a2a8027-89a2-470d-971c-b63866024d43,1316,56495.6,Online,Corporate,Americas,26.74,Closed,Seth Garcia,2025-08-04
Operational Risk,Fraud Management,Fraud Detection,Reports Suspicious Activities,Compliance,Transaction Data,Investigate Alerts,0df81912-56c5-493e-b1f5-33a35108e60b,eb8bb1ca-8cf2-4814-bef7-acb9dfb71cfb,5356,88741.02,Wire Transfer,Current,APAC,88.4,Pending Review,Margaret Romero,2025-03-17
Operational Risk,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Operational Oversight,Audit Data,Investigate Alerts,82fc2f2d-6320-434f-aacb-d15982b5f7ce,f955bcd5-8c07-4228-8b33-50bcb5999823,6939,86145.89,POS,Current,Americas,27.81,Investigated,Chad Hill,2025-04-07
Operational Risk,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security Value,Audit Data,Reports Suspicious Activities,72422f3c-2bf4-40ca-aa32-1b2dd147c896,5c9b82f7-4e9e-4b5f-ab32-ef2da89e4d5d,8908,88987.51,POS,Savings,EMEA,49.1,Filed,Rebecca Rodriguez,2025-04-16
Operational Risk,Risk and Compliance Operations,AML Reporting,Screen Customer Transactions,Compliance,Compliance Data,Reports Suspicious Activities,2e3f5f23-534c-4001-b721-785464a82db3,a763a497-473d-47fb-a713-268bef2c75a6,4503,98671.86,POS,Savings,Americas,79.18,Investigated,Matthew Thomas,2025-08-09
Financial Crime Risk,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Compliance,Audit Data,Reports Suspicious Activities,1eb7d66f-8bca-4290-bbc8-1f3cd4ab94e9,30133deb-c86f-4db6-8606-897f2f935958,7435,94770.24,Wire Transfer,Savings,EMEA,0.32,Investigated,Charles Rhodes,2025-09-17
Financial Crime Risk,Fraud Management,AML Reporting,Investigate Alerts,Operational Oversight,Audit Data,Reports Suspicious Activities,dcbd3836-e147-46db-9c52-9a238429e14d,5c9b66c9-0f92-41b4-9dc8-aec980fbbd52,9445,43915.36,Wire Transfer,Corporate,EMEA,7.86,Pending Review,Brandon Chaney,2025-04-02
Risk Management,AML Operations,AML Reporting,Screen Customer Transactions,Compliance,Transaction Data,Monitor Transactions,aa684dde-0b28-4854-8d00-21e5592c7374,b7c92e3f-f733-471d-9cc4-0b4da54df54c,9868,85103.41,POS,Savings,Americas,23.51,Pending Review,Kelli Henderson,2025-07-24
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Transaction Data,Monitor Transactions,1c1a32f4-793a-4433-b187-08689040f20a,db53599e-e2da-46db-a73f-6cf1d27307e3,1664,88781.01,POS,Current,Americas,1.47,Investigated,Michael Stewart,2025-02-15
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Compliance Data,Reports Suspicious Activities,21161378-038c-45a5-9150-c65a4bbc771d,2f9f9c73-e07f-4d47-a0bf-84df8aa8a0cf,2220,76310.63,Online,Current,EMEA,12.72,Investigated,Joshua Jones,2025-03-30
Risk Management,Fraud Management,AML Reporting,Reports Suspicious Activities,Security Value,Compliance Data,Monitor Transactions,75f4282a-2920-4a02-9856-b90cd705caff,c7ff5d0c-745f-45aa-aed9-971a71452934,4487,52904.31,ATM,Savings,Americas,22.35,Filed,Sean Hill,2025-06-05
Risk Management,Fraud Management,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Transaction Data,Reports Suspicious Activities,5e86c5b2-fdbb-443a-a151-c082c2ef12ce,5deafc48-c680-4214-a9ae-2dad04897ba0,5670,95894.57,Wire Transfer,Savings,APAC,99.69,Pending Review,Norma Alvarado,2025-09-29
Operational Risk,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Security Value,Audit Data,Monitor Transactions,a5ec4adc-286f-4098-8bff-0cfe45f8fa2d,b21edceb-39e6-4658-a0c4-92daacc840e6,1638,78385.6,ATM,Current,APAC,26.39,Filed,Lauren Li,2025-04-14
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security Value,Compliance Data,Investigate Alerts,c1aa4540-3819-4334-83d4-7979d806f460,02cf9e65-6dd4-4478-a5f4-77205ef5d4ab,7873,87660.48,POS,Current,APAC,66.97,Closed,Chelsey Sweeney,2025-04-27
Operational Risk,Risk and Compliance Operations,Fraud Detection,Reports Suspicious Activities,Security Value,Compliance Data,Reports Suspicious Activities,85a8a094-5885-46a3-95ae-e6ffa1075424,2a0a7750-b014-49b9-8c8b-291efa288a15,8044,79176.54,POS,Savings,APAC,27.92,Pending Review,Gabriela Frank,2025-08-04
Operational Risk,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Security Value,Compliance Data,Reports Suspicious Activities,65a2c180-ae85-4ccd-b739-c3de04fcfa9f,62125f1f-c199-43b9-848a-e29b71370fed,8934,53823.21,POS,Savings,EMEA,93.51,Filed,Sylvia Briggs,2025-05-10
Risk Management,Fraud Management,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Audit Data,Investigate Alerts,56ce73c2-515b-4a23-9309-f8c0ebb97efd,e16ac33d-5176-4920-9a74-22dc993bf787,1258,18302.46,Online,Corporate,EMEA,0.87,Investigated,Nathaniel Rodriguez,2025-06-11
Operational Risk,Fraud Management,AML Reporting,Screen Customer Transactions,Operational Oversight,Audit Data,Reports Suspicious Activities,48194da3-0ee3-47b0-8724-96de7bd21665,15407b39-ea35-4ddc-b3e8-0e35da3f2a26,7844,77722.57,Wire Transfer,Savings,APAC,19.6,Pending Review,Melissa Edwards,2025-08-07
Operational Risk,Fraud Management,AML Reporting,Reports Suspicious Activities,Operational Oversight,Transaction Data,Investigate Alerts,a6bd6ec4-b524-46f7-bd6b-950273e91372,a7c0ff3c-e43c-4911-9899-3b6dcdd4f1a1,2832,88883.92,ATM,Corporate,EMEA,19.91,Investigated,Kathy Murphy,2025-07-21
Operational Risk,AML Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Audit Data,Reports Suspicious Activities,7fe6511e-da24-4b88-8205-9be43a73955b,d8943dcf-6a10-4850-b3ed-2a08fd1421c7,1245,17774.73,POS,Savings,EMEA,88.02,Filed,Richard Gill,2025-06-20
Financial Crime Risk,Fraud Management,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Compliance Data,Monitor Transactions,e1111b8a-f06c-4fb8-9a63-2a1dac6bf979,adcc49f7-f006-4507-bdf1-8efbf0f2ed28,7322,9496.88,POS,Current,EMEA,10.16,Pending Review,Cole Lindsey,2025-09-17
Operational Risk,Fraud Management,Anti Money Laundering Monitoring,Investigate Alerts,Operational Oversight,Audit Data,Reports Suspicious Activities,dacfc41a-d12b-4b09-a767-c3f5834cf304,d1fe9598-8fc0-4897-98c2-879c05955091,5938,24493.18,ATM,Current,APAC,97.23,Closed,Jane Davis,2025-04-28
Financial Crime Risk,Fraud Management,Anti Money Laundering Monitoring,Investigate Alerts,Operational Oversight,Audit Data,Reports Suspicious Activities,3a34ea5a-2d74-4b82-bb26-1ffecf0cbc4f,e262e658-1ac3-42e2-8e8a-5e71d984ca14,6902,40231.27,POS,Current,Americas,54.84,Filed,Christopher Williams,2025-05-02
Risk Management,Fraud Management,Fraud Detection,Investigate Alerts,Operational Oversight,Audit Data,Monitor Transactions,c9441247-9ba4-4588-8a8f-f091bc416547,c148affc-315b-4f9e-a710-7397f575a60c,4297,35666.42,ATM,Current,EMEA,35.06,Closed,Eric Bates,2025-07-04
Operational Risk,Fraud Management,Fraud Detection,Reports Suspicious Activities,Security Value,Compliance Data,Investigate Alerts,0c859bd1-0274-47e1-84af-638a62bc8c93,ec142698-947f-4cdb-9428-c36ed980ec07,4908,38982.75,Online,Savings,Americas,41.09,Pending Review,Christopher Lewis,2025-05-12
Financial Crime Risk,AML Operations,Fraud Detection,Screen Customer Transactions,Operational Oversight,Transaction Data,Reports Suspicious Activities,b096a99f-82e7-4bd7-b9ae-24938e87c9a9,3fdccd5b-5099-4e7d-bd10-5139c6aa259c,1724,93801.35,Wire Transfer,Current,Americas,59.98,Pending Review,Amber Moore,2025-08-26
Risk Management,AML Operations,Fraud Detection,Screen Customer Transactions,Security Value,Audit Data,Reports Suspicious Activities,6059e815-9def-42c0-87ee-441f2d6958a3,ff2d3312-839b-49a6-8bb9-e502b3d4c178,1296,93029.5,ATM,Savings,Americas,98.56,Pending Review,Michael Good,2025-10-12
Risk Management,AML Operations,Fraud Detection,Reports Suspicious Activities,Operational Oversight,Audit Data,Reports Suspicious Activities,e5d0a139-f750-4be0-8e8d-554d6b92d035,74a2a555-1f9c-4de5-8154-ea2168d9c02d,2342,42241.85,POS,Corporate,EMEA,83.71,Closed,Lisa Wood,2025-02-04
Risk Management,Fraud Management,Fraud Detection,Reports Suspicious Activities,Security Value,Compliance Data,Reports Suspicious Activities,36072f9c-482d-4023-83f4-ea439cf8f217,be538cf5-4284-470f-8e62-bacd4e4175d2,5500,8027.28,POS,Corporate,APAC,21.74,Pending Review,Miguel Gamble,2025-04-01
Risk Management,Fraud Management,AML Reporting,Screen Customer Transactions,Compliance,Audit Data,Investigate Alerts,2902db5b-422c-443a-8eae-f0947e5b76cf,59f9158c-f969-472e-803b-67d0485dc3e4,7702,82226.23,POS,Current,Americas,63.84,Investigated,Sara Schmidt,2025-04-13
Operational Risk,AML Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Compliance Data,Reports Suspicious Activities,16332505-08dc-43d6-a283-bfb2722fed81,55bdf28d-426f-41ec-8f9f-9b5f89bb6db1,4465,28010.58,Online,Current,EMEA,37.23,Filed,Richard Hickman,2025-01-01
Operational Risk,Fraud Management,Fraud Detection,Screen Customer Transactions,Operational Oversight,Compliance Data,Monitor Transactions,03e7e050-3827-4c9a-a73f-aaa4956b48b0,70d1ab8d-79d6-4c79-9168-ad803efb055a,2501,4104.62,POS,Current,APAC,10.46,Filed,Meghan Torres,2025-01-29
Risk Management,Risk and Compliance Operations,Fraud Detection,Reports Suspicious Activities,Compliance,Compliance Data,Investigate Alerts,a11c0151-ff30-4661-a580-e336e333d86b,6b658b3d-3dd6-4e15-bc90-c575aa02d5a4,6159,93164.19,Online,Current,EMEA,87.41,Pending Review,Kim Juarez,2025-03-10
Operational Risk,Risk and Compliance Operations,AML Reporting,Investigate Alerts,Compliance,Transaction Data,Investigate Alerts,eb2b8d5e-0514-41c6-8c58-23b8ec2b3a6f,84dcd4e1-3e72-4d5f-84d2-6762f2bc638a,9222,15752.68,POS,Current,Americas,77.81,Investigated,Nancy Hicks,2025-04-10
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Audit Data,Monitor Transactions,46e0dd10-9cd4-4bbe-9d71-34e407f6447c,4e9784df-2697-4eaf-a64f-24e19532fecf,7168,84000.92,ATM,Corporate,EMEA,17.85,Closed,Sara Reed,2025-06-16
Risk Management,Fraud Management,AML Reporting,Investigate Alerts,Compliance,Audit Data,Investigate Alerts,fc823d15-bc21-4559-acbf-86b040a83694,7522a5c5-9513-490c-a8b9-21ba96bda691,7211,50309.49,Online,Corporate,Americas,9.98,Filed,David Smith,2025-04-06
Operational Risk,AML Operations,AML Reporting,Investigate Alerts,Security Value,Compliance Data,Investigate Alerts,dca09480-9681-4cf8-ae88-566306464510,ed888ae7-9ea2-4f44-a173-29c76db07d3c,2767,58029.06,Wire Transfer,Current,Americas,68.6,Pending Review,Mary Moran,2025-03-23
Financial Crime Risk,AML Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Transaction Data,Investigate Alerts,c1999f31-9739-4077-bff0-6cda9eaa5aaf,6006d35e-f820-4ac8-9558-c28ebecee925,5416,31951.64,Wire Transfer,Current,APAC,49.99,Investigated,Alexander Bishop,2025-01-03
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Compliance,Transaction Data,Reports Suspicious Activities,21542cef-80e6-485a-9ea8-5159b2f78dd2,5771dbbb-732e-4127-ad1a-ffd557eb0bce,7368,19208.74,POS,Corporate,Americas,68.58,Pending Review,Jackie Brown,2025-08-10
Financial Crime Risk,Risk and Compliance Operations,Fraud Detection,Reports Suspicious Activities,Security Value,Compliance Data,Investigate Alerts,7c1c7d58-0f77-47b4-87c5-955f1a01a41c,62b7e512-2bb6-42bf-8859-02b3f0d8b826,7744,81173.85,POS,Current,Americas,89.82,Investigated,Jason Tran,2025-09-03
Financial Crime Risk,AML Operations,AML Reporting,Investigate Alerts,Operational Oversight,Audit Data,Reports Suspicious Activities,99acfa61-ae8f-4507-b29f-3c6ad4eb4882,bb9cd5c6-f52c-4185-8a34-e68cdc3ce0c7,8550,4894.06,Wire Transfer,Savings,EMEA,6.93,Investigated,Harold Smith,2025-09-25
Risk Management,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security Value,Audit Data,Monitor Transactions,c9ee758e-e11c-4ce2-8471-cb9d3a94a0d4,2f09a631-2f98-4709-a42e-8284d5c02c47,2995,14968.37,Online,Savings,EMEA,30.33,Investigated,Patricia White,2025-02-05
Financial Crime Risk,Fraud Management,Fraud Detection,Reports Suspicious Activities,Security Value,Audit Data,Monitor Transactions,de10a686-70b4-4b61-83b4-00fa7b7cfbda,84f67bd2-bc1a-4189-8792-32804f206b25,4490,55366.37,POS,Corporate,Americas,29.11,Pending Review,Katherine Gregory,2025-03-28
Risk Management,Fraud Management,Fraud Detection,Investigate Alerts,Security Value,Transaction Data,Monitor Transactions,f9064e00-5527-4f11-bc48-cbf605045ccc,b5e76f9e-fce0-4d7e-b48f-45f9b6037539,2630,50008.19,ATM,Corporate,Americas,83.77,Closed,Michael Gonzales,2025-09-26
Operational Risk,Fraud Management,Anti Money Laundering Monitoring,Reports Suspicious Activities,Compliance,Compliance Data,Investigate Alerts,e353d87a-79df-4977-8790-0efe50933ede,0f5ed656-ae6b-4a41-b6a5-256f38325f5e,8368,51329.55,ATM,Corporate,Americas,17.74,Investigated,Cindy Peterson,2025-06-27
Financial Crime Risk,AML Operations,AML Reporting,Reports Suspicious Activities,Compliance,Audit Data,Investigate Alerts,756f23e4-3653-4d1e-9b75-97cad5c8cef4,157b9909-19fd-4b71-af2f-6a4a1357f259,4120,64705.91,Online,Savings,EMEA,30.84,Filed,Hannah Rose,2025-09-20
Financial Crime Risk,Risk and Compliance Operations,Fraud Detection,Reports Suspicious Activities,Compliance,Compliance Data,Monitor Transactions,a9c3ebc9-320a-41bc-914f-378e737dbb6d,7e1591ec-911e-42f5-843a-c96117e404a9,8330,31643.99,Online,Corporate,Americas,21.55,Pending Review,Rachel Johnson,2025-04-18
Operational Risk,Risk and Compliance Operations,AML Reporting,Reports Suspicious Activities,Operational Oversight,Audit Data,Monitor Transactions,de85e86a-d5c4-4399-8c48-417006a34ba9,d4d8b597-bd65-4ea7-a497-2b0d12211e0c,6833,4746.39,POS,Savings,Americas,42.43,Filed,Amber Reynolds,2025-06-02
Financial Crime Risk,Fraud Management,Fraud Detection,Investigate Alerts,Security Value,Compliance Data,Investigate Alerts,79c50fcb-b0a4-46e4-91b6-b3dbf96a139a,892afa51-2a75-4fda-96fa-6a58c3a11fe4,2505,96599.61,ATM,Current,Americas,92.13,Filed,Julie Chandler,2025-06-11
Operational Risk,Fraud Management,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Compliance Data,Investigate Alerts,93b33d9f-d430-4aa5-a191-cb71e5abbb8e,b9e356c2-4937-4896-82b9-1348575bfbc9,1269,2448.9,Wire Transfer,Corporate,EMEA,9.11,Closed,Tracy Brown,2025-06-05
Operational Risk,AML Operations,Fraud Detection,Reports Suspicious Activities,Security Value,Transaction Data,Reports Suspicious Activities,d9c3bfbe-fc8e-4e28-91f8-cecbd988caa2,c466a714-8924-4f22-ac84-c38718c05b2a,8382,12749.83,Wire Transfer,Savings,EMEA,65.9,Investigated,Megan Wall,2025-02-21
Operational Risk,AML Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Compliance,Compliance Data,Investigate Alerts,5b58a846-76d4-4f07-af6a-e724da573aa2,5d301b19-6c8c-4c49-b2d4-7bf34f37e490,3820,12363.59,Online,Corporate,EMEA,61.45,Investigated,Nathaniel Kennedy,2025-01-13
Financial Crime Risk,AML Operations,Fraud Detection,Reports Suspicious Activities,Security Value,Audit Data,Investigate Alerts,8665bb00-0591-4fc2-9c7d-a520a771d46e,54722f06-35b0-459b-9575-79160a3feb46,3317,40485.29,POS,Current,EMEA,24.84,Pending Review,Virginia Walsh,2025-06-24
Risk Management,AML Operations,Fraud Detection,Reports Suspicious Activities,Operational Oversight,Audit Data,Investigate Alerts,41b6cde3-8173-43f4-84da-d0cf4039a10f,fe76f096-d405-498b-98c7-39d096fd499f,4334,169.1,POS,Current,APAC,9.16,Investigated,Laura Dalton,2025-03-27
Financial Crime Risk,Risk and Compliance Operations,AML Reporting,Reports Suspicious Activities,Compliance,Audit Data,Investigate Alerts,71981526-fb2f-44b2-9b61-79cf993eb9bd,3076f73d-6625-4213-80af-5439628eec85,8742,70408.57,POS,Current,APAC,50.84,Filed,Jodi Hayes,2025-09-17
Operational Risk,AML Operations,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Transaction Data,Investigate Alerts,28938ea4-9530-478e-bdfe-7e764e14f5bd,2e5048f8-850f-4f22-935d-c3c474d9c364,4228,33402.25,ATM,Savings,Americas,30.95,Pending Review,Rachel Stokes,2025-06-14
Risk Management,Fraud Management,Fraud Detection,Investigate Alerts,Security Value,Audit Data,Reports Suspicious Activities,ec8811f0-6d5e-4ae5-a8a3-d55fd0ab029f,55e34c77-98d0-4e5c-8b35-bbdb6c4eac1d,9045,61044.9,ATM,Corporate,APAC,5.98,Pending Review,Daniel Meyer,2025-06-05
Financial Crime Risk,AML Operations,Fraud Detection,Screen Customer Transactions,Compliance,Compliance Data,Investigate Alerts,5e4403c4-90f7-41f6-83df-4059a94c7224,0d383584-34d8-421a-944d-6dd5038b1ce5,1737,31539.48,Wire Transfer,Savings,EMEA,39.35,Filed,Vanessa Gonzalez,2025-03-27
Operational Risk,Risk and Compliance Operations,Fraud Detection,Screen Customer Transactions,Security Value,Audit Data,Investigate Alerts,e417676f-ac1e-4874-ae2a-9d112f7b05e4,cc2f63d0-a077-46cf-b6a1-eda414d0a4b2,1338,5126.21,POS,Savings,APAC,25.78,Filed,Jennifer Garcia,2025-03-06
Financial Crime Risk,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Operational Oversight,Transaction Data,Reports Suspicious Activities,810a26b5-d758-44c3-9d16-2ff48db4b992,3f220f04-55ef-4f92-b1e7-11eecbaf6b91,8432,87160.95,ATM,Current,APAC,13.4,Pending Review,Julie Roberts,2025-09-28
Operational Risk,Fraud Management,AML Reporting,Reports Suspicious Activities,Security Value,Transaction Data,Reports Suspicious Activities,0fd2db3f-172e-40a8-970d-72a1623a915e,dffbdc3c-3fb0-4635-9261-5e08fe878940,7794,29148.96,ATM,Corporate,APAC,72.36,Closed,Sherri Mosley,2025-07-22
