Employee_ID,Employee_Name,Department,Job_Role,Exit_Date,Notice_Period_Days,Exit_Reason,Exit_Interview_Date,Exit_Interview_Outcome,Asset_Return_Status,Knowledge_Transfer_Status,Final_Settlement_Status,Feedback_Notes,Data_Segment,Value_Domain,Data_Domain,Data_Value
EMP0440,Employee_440,HR,Analyst,2025-03-11,60,Mutual Separation,2025-03-11,Negative,Completed,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0441,Employee_441,IT,Engineer,2025-02-08,90,End of Contract,2025-02-05,Positive,Completed,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0442,Employee_442,Finance,Assistant,2025-04-24,60,End of Contract,2025-04-23,Neutral,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0443,Employee_443,Operations,Manager,2025-08-29,60,Mutual Separation,2025-08-28,Neutral,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0444,Employee_444,Finance,Manager,2024-11-18,45,Mutual Separation,2024-11-18,Negative,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0445,Employee_445,Sales,Executive,2025-04-02,60,End of Contract,2025-03-31,Negative,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0446,Employee_446,IT,Engineer,2025-10-08,90,Mutual Separation,2025-10-01,Neutral,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0447,Employee_447,HR,Executive,2025-06-11,30,End of Contract,2025-06-05,Neutral,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0448,Employee_448,Marketing,Assistant,2025-09-14,45,End of Contract,2025-09-12,Negative,Not Applicable,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0449,Employee_449,Marketing,Assistant,2024-12-20,45,Resignation,2024-12-18,Positive,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0450,Employee_450,Sales,Executive,2024-12-12,90,Retirement,2024-12-07,Negative,Not Applicable,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0451,Employee_451,Marketing,Consultant,2025-08-14,30,Resignation,2025-08-07,Negative,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0452,Employee_452,Sales,Executive,2025-02-13,45,Mutual Separation,2025-02-09,Positive,Completed,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0453,Employee_453,Marketing,Manager,2025-09-23,60,End of Contract,2025-09-23,Positive,Not Applicable,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0454,Employee_454,HR,Assistant,2025-01-11,45,Resignation,2025-01-10,Positive,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0455,Employee_455,IT,Engineer,2025-05-24,30,Mutual Separation,2025-05-21,Neutral,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0456,Employee_456,Finance,Manager,2024-11-17,30,End of Contract,2024-11-15,Neutral,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0457,Employee_457,Marketing,Assistant,2025-05-17,45,Mutual Separation,2025-05-14,Positive,Pending,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0458,Employee_458,HR,Analyst,2025-07-11,45,End of Contract,2025-07-11,Positive,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0459,Employee_459,HR,Engineer,2025-08-30,45,Termination,2025-08-25,Positive,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0460,Employee_460,Finance,Assistant,2024-11-08,60,Termination,2024-11-03,Positive,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0461,Employee_461,Operations,Consultant,2024-11-22,30,Termination,2024-11-16,Negative,Completed,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0462,Employee_462,Marketing,Manager,2025-03-10,45,Termination,2025-03-07,Positive,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0463,Employee_463,Finance,Assistant,2025-06-14,45,Termination,2025-06-08,Positive,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0464,Employee_464,HR,Analyst,2025-02-24,45,Termination,2025-02-19,Neutral,Pending,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0465,Employee_465,Finance,Consultant,2024-12-02,30,End of Contract,2024-11-27,Neutral,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0466,Employee_466,Operations,Assistant,2024-12-11,45,Resignation,2024-12-07,Negative,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0467,Employee_467,Sales,Executive,2025-09-16,30,End of Contract,2025-09-09,Neutral,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0468,Employee_468,Sales,Consultant,2025-05-14,90,Termination,2025-05-10,Positive,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0469,Employee_469,Sales,Engineer,2025-02-13,90,Retirement,2025-02-10,Positive,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0470,Employee_470,Sales,Analyst,2025-07-30,45,Mutual Separation,2025-07-24,Positive,Completed,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0471,Employee_471,HR,Assistant,2025-02-17,30,Resignation,2025-02-11,Neutral,Pending,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0472,Employee_472,IT,Executive,2025-03-09,60,End of Contract,2025-03-03,Neutral,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0473,Employee_473,Operations,Executive,2025-02-02,90,Mutual Separation,2025-01-26,Positive,Not Applicable,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0474,Employee_474,Marketing,Manager,2024-10-19,60,Mutual Separation,2024-10-14,Positive,Pending,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0475,Employee_475,Finance,Engineer,2025-03-23,90,Mutual Separation,2025-03-17,Positive,Not Applicable,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0476,Employee_476,HR,Assistant,2025-06-08,90,End of Contract,2025-06-03,Positive,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0477,Employee_477,HR,Assistant,2025-05-19,30,End of Contract,2025-05-19,Positive,Not Applicable,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0478,Employee_478,Finance,Analyst,2025-02-01,60,Resignation,2025-01-28,Positive,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0479,Employee_479,HR,Analyst,2025-05-23,45,End of Contract,2025-05-21,Neutral,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0480,Employee_480,Marketing,Engineer,2024-12-29,90,Termination,2024-12-27,Negative,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0481,Employee_481,Marketing,Assistant,2025-04-09,60,Mutual Separation,2025-04-04,Positive,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0482,Employee_482,IT,Consultant,2024-12-31,45,End of Contract,2024-12-30,Neutral,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0483,Employee_483,Marketing,Manager,2025-04-02,90,Mutual Separation,2025-04-02,Negative,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0484,Employee_484,Operations,Manager,2025-02-01,30,Retirement,2025-01-26,Positive,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0485,Employee_485,Marketing,Engineer,2024-11-30,60,Resignation,2024-11-30,Positive,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0486,Employee_486,IT,Assistant,2025-01-13,30,Resignation,2025-01-06,Neutral,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0487,Employee_487,Finance,Assistant,2025-06-28,45,Retirement,2025-06-27,Neutral,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0488,Employee_488,Marketing,Executive,2025-04-09,90,End of Contract,2025-04-09,Positive,Pending,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0489,Employee_489,IT,Manager,2025-03-07,90,Resignation,2025-03-07,Negative,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0490,Employee_490,Operations,Assistant,2025-02-23,45,Resignation,2025-02-18,Positive,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0491,Employee_491,Finance,Engineer,2025-04-20,60,Retirement,2025-04-20,Neutral,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0492,Employee_492,Finance,Analyst,2025-01-21,90,Mutual Separation,2025-01-19,Positive,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0493,Employee_493,Marketing,Assistant,2025-02-18,60,Retirement,2025-02-18,Positive,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0494,Employee_494,IT,Manager,2025-02-26,60,Resignation,2025-02-21,Neutral,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0495,Employee_495,HR,Engineer,2025-05-08,45,Termination,2025-05-06,Negative,Pending,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0496,Employee_496,Marketing,Engineer,2025-02-21,60,Termination,2025-02-19,Negative,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0497,Employee_497,Marketing,Executive,2024-11-16,90,Termination,2024-11-09,Positive,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0498,Employee_498,Finance,Consultant,2024-11-14,60,Mutual Separation,2024-11-14,Negative,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0499,Employee_499,Operations,Executive,2025-09-25,90,Mutual Separation,2025-09-18,Positive,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0500,Employee_500,IT,Executive,2025-02-25,30,Resignation,2025-02-24,Neutral,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
