recommendation_id,trader_id,recommendation_date,instrument_type,instrument_symbol,recommendation_action,target_price_usd,current_price_usd,expected_return_percent,confidence_score,time_horizon_days,rationale_summary,market_sentiment,sector,region,value_domain,data_segment,data_domain
REC100392,TRDR8132,2024-11-10,ETF,ETF384,Sell,1143.66,1034.14,10.59,82,88,Practice identify series particular whole fact plan front stand.,Neutral,Industrials,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100393,TRDR3452,2025-08-22,Commodity,COM411,Buy,1726.62,1405.13,22.88,90,224,Health act discuss spring share standard them somebody energy Mrs the you present consider cost tough.,Bullish,Energy,Europe,Enterprise,Trade Transaction,Trade Data
REC100394,TRDR6319,2024-11-19,Options,OPT283,Sell,1175.27,1319.34,-10.92,58,304,Though have to change they according spend start there doctor scientist enjoy family option during like center almost.,Neutral,Telecom,Middle East,Enterprise,Trade Transaction,Trade Data
REC100395,TRDR4909,2025-06-17,Stock,STO600,Sell,1252.46,1136.95,10.16,62,310,Question huge audience improve do industry dark you.,Bearish,Finance,Middle East,Enterprise,Trade Transaction,Trade Data
REC100396,TRDR9705,2025-02-27,FX,FX606,Hold,1887.69,1658.34,13.83,67,312,Time ability state increase box news phone consider view when community effect position interesting language book rate month.,Neutral,Finance,South America,Enterprise,Trade Transaction,Trade Data
REC100397,TRDR8816,2024-12-26,Bond,BON744,Buy,116.41,129.3,-9.97,70,100,Present can green ask interview notice season design understand large ago.,Bearish,Consumer Goods,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100398,TRDR9470,2025-09-20,Commodity,COM403,Sell,21.2,20.55,3.18,95,94,Open anyone away positive explain present pressure field.,Bullish,Finance,North America,Enterprise,Trade Transaction,Trade Data
REC100399,TRDR3827,2025-03-08,Bond,BON283,Buy,1261.59,992.75,27.08,58,320,Sea start season professor town clear hope yard control available open spring Mr option fly after energy call ground too section.,Neutral,Telecom,South America,Enterprise,Trade Transaction,Trade Data
REC100400,TRDR4770,2024-11-10,Options,OPT124,Watch,1172.12,1279.19,-8.37,51,330,Special two after loss state garden save.,Neutral,Energy,North America,Enterprise,Trade Transaction,Trade Data
REC100401,TRDR4191,2025-01-10,FX,FX656,Sell,1585.7,1189.57,33.3,68,346,Power game grow but partner leave reason cost born I fly down Democrat cut doctor discuss.,Bearish,Finance,Middle East,Enterprise,Trade Transaction,Trade Data
REC100402,TRDR5395,2025-02-12,ETF,ETF699,Buy,637.14,642.73,-0.87,82,134,Day ground choose response here ok investment organization natural affect official fact red education save term.,Bullish,Telecom,Europe,Enterprise,Trade Transaction,Trade Data
REC100403,TRDR2407,2025-04-07,Bond,BON760,Watch,925.54,840.18,10.16,78,188,Indicate live boy general many environmental no then back free detail occur until.,Neutral,Healthcare,North America,Enterprise,Trade Transaction,Trade Data
REC100404,TRDR6712,2025-08-15,Stock,STO360,Sell,1630.75,1776.03,-8.18,76,22,Discover rest despite policy ten this night program across try pattern college water senior weight enter sense.,Bullish,Energy,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100405,TRDR6941,2025-03-15,Stock,STO413,Sell,1534.15,1150.04,33.4,65,315,Trade fill employee activity attack institution investment might life among.,Bearish,Finance,South America,Enterprise,Trade Transaction,Trade Data
REC100406,TRDR6017,2025-03-29,Commodity,COM365,Buy,359.77,274.55,31.04,54,271,Poor ask the thus physical million.,Bearish,Telecom,South America,Enterprise,Trade Transaction,Trade Data
REC100407,TRDR2050,2025-05-20,Stock,STO320,Watch,860.5,653.33,31.71,87,101,Film doctor travel attention bed company rock recent avoid while indicate fill wide together long.,Bullish,Industrials,South America,Enterprise,Trade Transaction,Trade Data
REC100408,TRDR7974,2024-11-09,Bond,BON726,Sell,2078.6,1945.71,6.83,93,216,Generation water partner notice during ten series environment.,Bearish,Energy,North America,Enterprise,Trade Transaction,Trade Data
REC100409,TRDR9049,2025-07-06,Derivative,DER535,Hold,1230.82,1399.14,-12.03,71,327,Dream sea send serious tough whether foreign church position option glass ready about group mind work.,Bullish,Technology,North America,Enterprise,Trade Transaction,Trade Data
REC100410,TRDR4284,2024-11-26,Stock,STO796,Sell,1223.58,1026.92,19.15,64,166,Road since place fire board improve claim per.,Bullish,Healthcare,North America,Enterprise,Trade Transaction,Trade Data
REC100411,TRDR3825,2024-12-18,ETF,ETF671,Sell,685.58,677.12,1.25,77,255,Year goal us morning conference east.,Bearish,Telecom,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100412,TRDR1432,2025-01-24,Options,OPT450,Watch,82.63,73.49,12.44,73,62,Collection behavior mouth information than rate Mrs down physical that drop talk power alone population risk me final travel.,Bullish,Finance,Europe,Enterprise,Trade Transaction,Trade Data
REC100413,TRDR1861,2025-05-07,Options,OPT567,Hold,1045.91,1142.32,-8.44,58,174,Beyond public will view.,Neutral,Finance,Middle East,Enterprise,Trade Transaction,Trade Data
REC100414,TRDR1873,2024-12-16,Futures,FUT633,Watch,1434.14,1188.68,20.65,81,52,College threat admit plan himself area hair key.,Bearish,Technology,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100415,TRDR3568,2025-08-25,Stock,STO132,Hold,1864.43,1614.92,15.45,70,72,Trouble together conference pass return offer relationship task current company positive.,Bullish,Telecom,South America,Enterprise,Trade Transaction,Trade Data
REC100416,TRDR1948,2025-02-08,Options,OPT105,Sell,1404.32,1028.28,36.57,57,70,Turn someone suddenly sort name particular name last him policy sort person mission nice.,Bullish,Healthcare,South America,Enterprise,Trade Transaction,Trade Data
REC100417,TRDR1708,2025-01-27,Bond,BON708,Watch,1695.62,1813.69,-6.51,56,259,Thing situation how also big bad also development hand baby name kind admit response color draw set team.,Bullish,Finance,South America,Enterprise,Trade Transaction,Trade Data
REC100418,TRDR2398,2025-03-05,ETF,ETF404,Sell,1945.19,1636.13,18.89,62,246,Short through building need country compare that full couple forward.,Bullish,Telecom,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100419,TRDR8291,2025-05-31,Options,OPT353,Watch,98.69,114.0,-13.43,53,293,Support nearly piece girl in catch energy that.,Bullish,Healthcare,Europe,Enterprise,Trade Transaction,Trade Data
REC100420,TRDR9513,2025-03-30,Bond,BON378,Hold,607.1,598.95,1.36,87,267,Stage will only discussion really learn or create improve buy executive true name.,Neutral,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100421,TRDR6926,2024-11-15,ETF,ETF289,Hold,1257.07,1189.51,5.68,84,67,Research executive anything leave I institution skill partner body we key beat deep final whole explain.,Bearish,Technology,Europe,Enterprise,Trade Transaction,Trade Data
REC100422,TRDR4867,2025-06-15,Bond,BON960,Buy,1860.76,1995.88,-6.77,58,152,Another finally grow fly.,Bearish,Consumer Goods,Middle East,Enterprise,Trade Transaction,Trade Data
REC100423,TRDR7227,2024-12-24,ETF,ETF615,Watch,2332.87,1915.8,21.77,70,35,Him quickly upon world price first many small.,Bearish,Healthcare,Middle East,Enterprise,Trade Transaction,Trade Data
REC100424,TRDR8250,2025-04-15,Futures,FUT129,Buy,1749.51,1274.32,37.29,85,265,Very car store world moment heavy party to.,Neutral,Energy,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100425,TRDR9527,2025-04-04,Stock,STO936,Watch,2435.08,1833.23,32.83,92,60,Factor road standard find also later address discover.,Bullish,Healthcare,South America,Enterprise,Trade Transaction,Trade Data
REC100426,TRDR7408,2025-02-21,Commodity,COM872,Buy,666.03,498.71,33.55,75,217,Fall name baby organization describe inside should trip control.,Bearish,Industrials,Europe,Enterprise,Trade Transaction,Trade Data
REC100427,TRDR4606,2024-10-30,Derivative,DER295,Sell,1145.2,925.64,23.72,55,28,Attorney production nice attorney computer impact surface force explain else.,Bullish,Energy,North America,Enterprise,Trade Transaction,Trade Data
REC100428,TRDR3523,2025-09-08,Stock,STO292,Buy,2715.28,1983.26,36.91,99,224,Couple discover last commercial factor edge impact.,Bearish,Healthcare,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100429,TRDR3892,2024-11-16,ETF,ETF180,Watch,1539.15,1168.77,31.69,69,270,Card short prevent finally agency pay hit throughout yeah admit heart understand outside society record.,Neutral,Technology,Middle East,Enterprise,Trade Transaction,Trade Data
REC100430,TRDR8169,2024-12-30,ETF,ETF642,Hold,1073.83,1102.16,-2.57,84,313,Able southern single law tonight able positive debate exactly treatment.,Bearish,Consumer Goods,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100431,TRDR4914,2025-08-24,ETF,ETF804,Buy,1062.62,1131.29,-6.07,89,182,Professor really morning board onto minute until now state.,Neutral,Industrials,North America,Enterprise,Trade Transaction,Trade Data
REC100432,TRDR3843,2025-05-05,Derivative,DER810,Hold,356.39,374.4,-4.81,86,74,Us bar meeting interest other effect site after.,Bullish,Healthcare,South America,Enterprise,Trade Transaction,Trade Data
REC100433,TRDR6596,2025-08-19,Futures,FUT982,Buy,165.46,131.37,25.95,77,209,Impact growth next yes future establish material join significant bad.,Bearish,Telecom,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100434,TRDR1869,2025-06-15,Futures,FUT590,Hold,767.95,760.87,0.93,78,360,Assume include to stand nature late plan marriage so decision actually.,Bullish,Consumer Goods,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100435,TRDR6714,2025-06-27,FX,FX227,Hold,2409.83,1886.81,27.72,94,284,Very energy camera personal business available card determine reveal born.,Bearish,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100436,TRDR5803,2025-04-10,Options,OPT145,Hold,140.97,141.91,-0.66,76,7,Together rather gun will Mrs mouth place here body authority.,Neutral,Finance,Middle East,Enterprise,Trade Transaction,Trade Data
REC100437,TRDR4293,2025-04-23,FX,FX679,Sell,2072.39,1767.8,17.23,53,47,Mr score learn every she wonder.,Bullish,Telecom,South America,Enterprise,Trade Transaction,Trade Data
REC100438,TRDR2173,2025-06-25,Derivative,DER843,Buy,2471.09,1782.25,38.65,61,306,Apply financial anything control easy none technology star.,Bullish,Energy,Middle East,Enterprise,Trade Transaction,Trade Data
REC100439,TRDR7926,2025-05-29,Futures,FUT686,Hold,590.3,466.49,26.54,56,295,Natural bring public those write bring main.,Bearish,Energy,Middle East,Enterprise,Trade Transaction,Trade Data
REC100440,TRDR8950,2025-07-26,Derivative,DER480,Sell,645.23,557.24,15.79,66,212,Administration someone let skin suddenly executive newspaper record forget.,Bullish,Telecom,South America,Enterprise,Trade Transaction,Trade Data
REC100441,TRDR2342,2025-05-08,Bond,BON332,Watch,1157.16,1174.66,-1.49,74,29,Maybe individual hot ever rich environment western maybe discover themselves.,Bullish,Consumer Goods,Middle East,Enterprise,Trade Transaction,Trade Data
REC100442,TRDR2579,2025-03-14,Derivative,DER947,Watch,841.52,780.85,7.77,93,217,Event these race vote account kitchen area usually lot still both south her pretty human.,Bullish,Technology,South America,Enterprise,Trade Transaction,Trade Data
REC100443,TRDR6048,2025-06-01,FX,FX471,Hold,914.54,736.11,24.24,80,77,Article teach weight skill cultural structure response paper as world little chance support change party.,Bearish,Telecom,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100444,TRDR1335,2025-03-14,Commodity,COM393,Hold,543.83,560.07,-2.9,62,73,Probably worker station child out forget weight stock on.,Bearish,Energy,Middle East,Enterprise,Trade Transaction,Trade Data
REC100445,TRDR3000,2024-11-12,Commodity,COM293,Watch,73.83,64.07,15.24,52,22,Every out though face serve last sport well he mission simple dream beat kitchen figure rate her interview.,Neutral,Energy,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100446,TRDR1989,2024-10-27,Stock,STO837,Hold,376.07,335.81,11.99,98,63,Within thought ahead fall security stock throughout finish discuss president down explain real low father nearly.,Bearish,Healthcare,North America,Enterprise,Trade Transaction,Trade Data
REC100447,TRDR8990,2025-02-22,Futures,FUT661,Sell,1780.98,1501.29,18.63,53,324,Well realize family accept program citizen power drop those standard.,Bullish,Industrials,North America,Enterprise,Trade Transaction,Trade Data
REC100448,TRDR8993,2025-05-16,Stock,STO312,Buy,2168.8,1775.52,22.15,81,133,Wife vote field field suggest.,Neutral,Consumer Goods,Middle East,Enterprise,Trade Transaction,Trade Data
REC100449,TRDR2783,2025-07-17,Bond,BON250,Watch,1399.64,1362.31,2.74,59,286,Decision movement manager magazine help remember sort style buy ever speak.,Bearish,Telecom,Middle East,Enterprise,Trade Transaction,Trade Data
REC100450,TRDR4583,2025-03-16,Bond,BON396,Hold,2072.41,1690.8,22.57,54,352,Idea follow sure writer explain situation respond receive cup hospital present drug standard career point meeting.,Neutral,Consumer Goods,Middle East,Enterprise,Trade Transaction,Trade Data
REC100451,TRDR4366,2025-09-19,FX,FX510,Watch,249.69,233.07,7.13,98,302,Site work difference degree from before thank wide upon top development media deal.,Neutral,Technology,Middle East,Enterprise,Trade Transaction,Trade Data
REC100452,TRDR6108,2025-03-14,Options,OPT442,Watch,982.26,889.73,10.4,93,352,Really region feeling threat ready blood guess.,Bullish,Industrials,Europe,Enterprise,Trade Transaction,Trade Data
REC100453,TRDR1706,2025-07-25,Stock,STO180,Sell,336.14,244.22,37.64,69,49,So she tax land another two throughout prevent yes concern seven high.,Bullish,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100454,TRDR8227,2025-06-11,Derivative,DER722,Hold,729.76,646.61,12.86,68,153,Charge education dark day serious worker science.,Neutral,Telecom,Europe,Enterprise,Trade Transaction,Trade Data
REC100455,TRDR4724,2025-02-12,Options,OPT420,Buy,1617.81,1847.03,-12.41,72,212,Consider company eight peace high leave task example unit word church design suggest.,Neutral,Telecom,South America,Enterprise,Trade Transaction,Trade Data
REC100456,TRDR3343,2025-01-02,Options,OPT513,Watch,1570.43,1689.0,-7.02,59,304,Environment development about son plant.,Bearish,Energy,South America,Enterprise,Trade Transaction,Trade Data
REC100457,TRDR2773,2025-09-26,FX,FX884,Buy,724.86,538.37,34.64,99,316,Weight answer establish president Republican probably foreign similar level economy five identify laugh author hot.,Bearish,Industrials,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100458,TRDR6397,2025-09-05,Derivative,DER661,Sell,1900.86,1772.2,7.26,52,186,Increase four near history first strategy budget high wide another above control traditional run interest soon.,Neutral,Healthcare,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100459,TRDR8741,2025-06-19,ETF,ETF811,Hold,815.68,729.46,11.82,91,64,It product piece condition clearly senior effort especially account build suddenly realize.,Bullish,Industrials,North America,Enterprise,Trade Transaction,Trade Data
REC100460,TRDR1139,2025-05-12,Derivative,DER953,Watch,2001.33,1851.2,8.11,60,63,Final present might deep go factor radio discussion glass piece decide body.,Neutral,Energy,Europe,Enterprise,Trade Transaction,Trade Data
REC100461,TRDR2580,2025-07-14,Futures,FUT307,Buy,1996.55,1849.86,7.93,88,352,Produce public or and actually among well experience share section move.,Bearish,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100462,TRDR1613,2025-02-14,Bond,BON193,Hold,262.56,210.6,24.67,79,255,Maintain serve both age campaign grow keep consumer table hospital.,Bearish,Technology,North America,Enterprise,Trade Transaction,Trade Data
REC100463,TRDR3150,2025-04-19,Bond,BON337,Watch,375.85,350.05,7.37,96,334,Already appear support then write bank center toward enter follow few with.,Bullish,Energy,Middle East,Enterprise,Trade Transaction,Trade Data
REC100464,TRDR6654,2025-07-31,Bond,BON291,Hold,1679.06,1762.05,-4.71,97,210,Down continue would nature customer cup each security pay close growth.,Neutral,Technology,North America,Enterprise,Trade Transaction,Trade Data
REC100465,TRDR5586,2024-10-25,Options,OPT652,Watch,1484.13,1177.79,26.01,72,323,North spring herself lay right matter accept even organization truth ahead article position.,Bearish,Healthcare,Middle East,Enterprise,Trade Transaction,Trade Data
REC100466,TRDR9416,2025-07-24,ETF,ETF626,Watch,1137.11,1101.0,3.28,88,330,Seven case health condition include threat population go only.,Bullish,Telecom,Europe,Enterprise,Trade Transaction,Trade Data
REC100467,TRDR3595,2025-04-11,Options,OPT310,Sell,1167.32,1165.57,0.15,98,191,Let base real dog late there admit recently force.,Neutral,Industrials,Middle East,Enterprise,Trade Transaction,Trade Data
REC100468,TRDR2183,2025-09-24,Commodity,COM810,Buy,489.63,486.37,0.67,88,118,Way from bring miss fall far attack table Congress safe detail culture.,Neutral,Finance,South America,Enterprise,Trade Transaction,Trade Data
REC100469,TRDR6336,2025-01-10,Commodity,COM972,Watch,412.23,303.71,35.73,78,68,Report hand top his hope hold entire tend.,Bearish,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100470,TRDR9783,2024-10-30,ETF,ETF434,Buy,1219.24,962.08,26.73,93,111,Year difficult attention challenge television yeah probably state quality imagine thing spend factor in across.,Bearish,Energy,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100471,TRDR1790,2025-04-09,Commodity,COM372,Sell,1827.72,1936.14,-5.6,74,354,Though tend way base data money investment leader kind likely make deal agree quality language here late image none goal.,Bearish,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100472,TRDR2177,2025-10-15,Stock,STO107,Hold,1999.42,1686.14,18.58,51,315,Meet one doctor claim from fly.,Neutral,Industrials,Middle East,Enterprise,Trade Transaction,Trade Data
REC100473,TRDR1288,2025-02-04,Commodity,COM415,Hold,1387.6,1134.03,22.36,83,205,Order institution think rich marriage senior prove success when whose security stay open.,Neutral,Telecom,Middle East,Enterprise,Trade Transaction,Trade Data
REC100474,TRDR9007,2025-06-02,ETF,ETF522,Hold,1407.84,1118.84,25.83,99,142,Network light different care approach feeling word hospital likely.,Neutral,Industrials,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100475,TRDR6473,2025-04-15,Bond,BON847,Buy,1404.43,1273.17,10.31,98,82,Drop spring security her theory real middle continue more life media style set record million first.,Bullish,Telecom,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100476,TRDR4280,2025-03-02,FX,FX850,Sell,2015.34,1772.66,13.69,84,269,Simply join write center medical school music.,Neutral,Telecom,Europe,Enterprise,Trade Transaction,Trade Data
REC100477,TRDR3405,2024-11-23,Stock,STO586,Sell,1225.9,1120.98,9.36,50,335,Trade provide film walk would sit number them often.,Bearish,Industrials,North America,Enterprise,Trade Transaction,Trade Data
REC100478,TRDR3435,2025-06-16,Derivative,DER772,Buy,1837.29,1346.0,36.5,53,128,Trade guy cultural gun he born size tough color way into anything that good.,Bearish,Energy,South America,Enterprise,Trade Transaction,Trade Data
REC100479,TRDR4109,2025-04-19,Derivative,DER817,Buy,1713.1,1438.49,19.09,96,120,Minute action important high where though pull beautiful like which away early well.,Bullish,Technology,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100480,TRDR5865,2025-04-25,Stock,STO185,Sell,1294.64,1392.99,-7.06,50,263,Air friend heart mouth add edge card lose if.,Bearish,Industrials,Europe,Enterprise,Trade Transaction,Trade Data
REC100481,TRDR7682,2025-01-03,ETF,ETF965,Sell,1144.04,904.24,26.52,95,39,Help technology between purpose series call.,Bullish,Healthcare,Middle East,Enterprise,Trade Transaction,Trade Data
REC100482,TRDR6805,2024-11-01,Derivative,DER863,Hold,1414.56,1144.19,23.63,56,39,Check front visit not support area watch actually special kid production another tell open time.,Neutral,Energy,North America,Enterprise,Trade Transaction,Trade Data
REC100483,TRDR5152,2025-10-03,Options,OPT367,Buy,1407.56,1121.92,25.46,83,30,Military sing month table field tend fund second concern early blue field around type design nearly under never.,Bullish,Industrials,Middle East,Enterprise,Trade Transaction,Trade Data
REC100484,TRDR8373,2025-06-25,Futures,FUT271,Buy,1188.13,1356.47,-12.41,55,350,Magazine whatever somebody finally miss amount know surface.,Bullish,Industrials,Europe,Enterprise,Trade Transaction,Trade Data
REC100485,TRDR7751,2025-02-11,Options,OPT606,Hold,1567.3,1753.33,-10.61,53,320,Behind international since guess film citizen responsibility perform wear audience statement season state.,Bearish,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100486,TRDR4472,2025-04-21,Bond,BON749,Buy,708.52,737.73,-3.96,78,330,Prepare full good executive very person she deal share according.,Neutral,Industrials,North America,Enterprise,Trade Transaction,Trade Data
REC100487,TRDR1723,2025-08-20,Commodity,COM966,Buy,1422.31,1629.03,-12.69,58,276,Federal yard history kind charge probably until wonder concern purpose PM stuff pull evidence base.,Bullish,Healthcare,North America,Enterprise,Trade Transaction,Trade Data
REC100488,TRDR9836,2025-08-09,ETF,ETF895,Watch,1105.94,847.85,30.44,59,68,Song popular rock player whether cut baby bar run all dinner.,Bullish,Consumer Goods,North America,Enterprise,Trade Transaction,Trade Data
REC100489,TRDR1011,2024-11-07,Options,OPT719,Hold,671.83,563.47,19.23,85,20,Something service hair force whole late public past whatever impact his explain culture.,Bullish,Energy,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100490,TRDR9412,2025-09-30,Options,OPT452,Watch,509.91,501.68,1.64,83,154,Animal cultural physical heart than chance suddenly.,Bullish,Consumer Goods,Europe,Enterprise,Trade Transaction,Trade Data
REC100491,TRDR9427,2025-08-04,Stock,STO909,Buy,569.89,489.64,16.39,71,56,Certain soldier strong tree join trouble large own resource method someone fast vote short past say.,Bearish,Finance,South America,Enterprise,Trade Transaction,Trade Data
REC100492,TRDR2948,2025-05-30,ETF,ETF690,Hold,552.54,477.4,15.74,57,284,House score foot worry bit area to add blood order deal.,Bullish,Finance,Middle East,Enterprise,Trade Transaction,Trade Data
REC100493,TRDR8965,2025-09-27,Commodity,COM937,Hold,702.26,617.97,13.64,70,21,Without analysis first consider health move kitchen daughter blue example under pay these modern ask west share student recently conference.,Bearish,Technology,South America,Enterprise,Trade Transaction,Trade Data
REC100494,TRDR3424,2025-06-15,Bond,BON222,Hold,1089.05,1115.83,-2.4,65,234,Mission green hotel air we daughter well per control clearly this nothing.,Bearish,Telecom,Middle East,Enterprise,Trade Transaction,Trade Data
REC100495,TRDR4448,2025-02-22,Derivative,DER215,Watch,1862.72,1353.23,37.65,51,212,Project point stand church everybody compare.,Bearish,Healthcare,North America,Enterprise,Trade Transaction,Trade Data
REC100496,TRDR2518,2025-03-29,Bond,BON612,Buy,496.88,510.09,-2.59,74,348,Bring usually world risk attention action role friend these probably cost adult win.,Bearish,Industrials,Europe,Enterprise,Trade Transaction,Trade Data
REC100497,TRDR2067,2025-03-02,FX,FX922,Watch,174.84,145.36,20.28,78,286,Decision despite city gun decide authority second nothing feeling.,Neutral,Energy,North America,Enterprise,Trade Transaction,Trade Data
REC100498,TRDR4996,2025-09-19,Commodity,COM899,Buy,485.13,400.11,21.25,95,324,Benefit teacher coach own ever suggest manager east thing author certain analysis statement computer pull money especially.,Neutral,Industrials,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100499,TRDR9953,2025-03-02,Derivative,DER905,Hold,2249.54,1876.96,19.85,68,323,Size food big open face news life always performance week treatment every.,Neutral,Telecom,Middle East,Enterprise,Trade Transaction,Trade Data
