Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Transaction ID,Customer ID,Transaction Amount,Transaction Type,Account Type,Region,AML Risk Score,Status,Screened By,Transaction Date
Scale Intuitive Synergies,De-engineered content-based encoding,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7c2e4d5d-4c27-44ab-b227-a43cb69bc2b1,5729,11141.45,Wire Transfer,Current,APAC,48.13,Cleared,Roger Alvarado,2025-01-22
Deliver Front-End E-Services,Fundamental secondary customer loyalty,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,562b52fb-72c6-4b21-8b56-3c97e6b26af2,7403,53090.1,ATM,Corporate,EMEA,6.75,Pending Investigation,Susan Rodgers,2025-09-07
Synergize Back-End Networks,Customer-focused responsive alliance,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,eb32651f-d27f-4d2a-8feb-eb3522df5664,6138,26948.12,Wire Transfer,Corporate,EMEA,42.13,Reviewed,Dominique Cervantes,2025-04-23
Seize Global Networks,Self-enabling interactive core,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3a21136e-2a2e-4fc6-8eed-3440bd4be922,3974,10934.82,ATM,Corporate,Americas,50.17,Pending Investigation,Anna George,2025-10-06
Deploy Robust E-Tailers,Quality-focused web-enabled task-force,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,27171c46-6005-4d32-93cc-c75bfd1b225d,9147,35702.27,POS,Savings,EMEA,19.32,Pending Investigation,Susan Burke,2025-03-19
Target Synergistic Markets,Quality-focused didactic infrastructure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,496ebcd0-f007-41e7-b141-3ed1942f496b,5439,83231.01,POS,Current,Americas,75.63,Cleared,Dana Myers,2025-10-06
Monetize Intuitive Action-Items,Inverse local complexity,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a57cfe70-3130-4627-9b93-9bcf28a1996c,8096,20177.98,Wire Transfer,Current,Americas,0.21,Flagged,Amanda Thomas,2025-10-14
Syndicate Killer Roi,Universal web-enabled extranet,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b779ff67-4124-4fe9-bb56-1a04969736d7,2481,94597.89,Wire Transfer,Corporate,EMEA,65.28,Cleared,Mark Ingram,2025-05-25
Grow Rich Web Services,Right-sized fresh-thinking leverage,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,ad81ec3d-08aa-4c0e-af55-3dbed6be1f57,1585,37790.14,Wire Transfer,Corporate,EMEA,71.09,Flagged,Tyler Dunn,2025-06-13
Integrate Enterprise Synergies,Mandatory motivating framework,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,8bd98284-b23a-4b8d-b67c-dbe0d9b825f3,5033,87150.92,ATM,Current,Americas,95.15,Pending Investigation,Destiny Elliott,2025-01-19
Leverage 24/365 Interfaces,Optional user-facing data-warehouse,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,340f1894-87a9-4739-bbc2-95d6e4c5a239,8022,10667.57,Wire Transfer,Corporate,EMEA,18.02,Flagged,Michelle Irwin,2025-09-24
Incubate Transparent Roi,Exclusive global Graphic Interface,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,27b8b6ab-36df-40be-a42d-1a95303a7b48,3174,68398.47,ATM,Current,APAC,60.6,Cleared,Christopher Rodriguez,2025-09-07
Engineer Enterprise E-Tailers,Diverse 24hour circuit,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d05b51a9-b678-4128-8305-811ddff977ba,8190,6941.11,ATM,Savings,APAC,41.87,Pending Investigation,Billy Clark,2025-08-30
Benchmark Seamless Schemas,Multi-layered didactic superstructure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,4596fd1f-7317-40e0-b7a8-21e1bdc7bf64,2101,54591.5,POS,Savings,EMEA,55.53,Flagged,Edward Gibson,2025-04-21
Enhance Cross-Media Portals,Profound non-volatile conglomeration,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,47f59174-4fd7-4c8e-b486-e555424ce61c,1164,3214.61,Wire Transfer,Savings,Americas,34.57,Cleared,Pamela Turner,2025-02-04
Evolve Strategic Initiatives,Persevering homogeneous artificial intelligence,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,41cc7a99-59a5-4c4b-8926-6a838a148578,5854,47845.9,POS,Current,APAC,6.63,Flagged,Michael Parks,2025-07-01
Engineer Collaborative Solutions,Robust leadingedge frame,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,1fe9be30-679a-415a-8672-c590a1972f06,1362,71246.83,POS,Corporate,APAC,37.55,Flagged,Melissa Dickerson,2025-09-27
Maximize E-Business Metrics,Focused dedicated concept,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,f04e96f2-1ffe-4855-88ed-67d713b7408d,1672,86557.51,ATM,Savings,Americas,10.75,Flagged,Chad Jones,2025-03-17
Empower Cutting-Edge Functionalities,Customer-focused optimizing open architecture,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,67408665-2bf7-40d9-abbb-642af98b27f2,9283,81664.61,POS,Current,Americas,96.76,Pending Investigation,Katherine Hoffman,2025-08-27
Transform Scalable Schemas,Triple-buffered hybrid groupware,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,2c251295-8590-4e38-8181-7a3131ebb029,1033,72952.82,Wire Transfer,Savings,APAC,68.76,Reviewed,Julie White,2025-08-15
Synergize Strategic E-Tailers,Multi-channeled hybrid installation,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,805e66e1-de2b-4c37-aa82-f1a879787f26,4787,59589.75,Wire Transfer,Corporate,Americas,17.92,Pending Investigation,Barbara Rivera,2025-06-16
Extend Intuitive Functionalities,Enhanced bifurcated model,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,491840f2-3b10-42e6-9977-237247ccfaa0,8302,85232.28,ATM,Corporate,Americas,41.08,Reviewed,Edward Palmer,2025-03-28
Innovate Extensible Solutions,Re-contextualized fault-tolerant model,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,8759ed0e-5a65-4932-bab9-e5ab3df6d540,9020,12392.26,POS,Savings,Americas,68.51,Flagged,Michelle Montoya,2025-06-29
Utilize E-Business Deliverables,Exclusive bi-directional monitoring,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,454758fe-f706-43f1-b21c-72e61721edcb,2400,81463.6,POS,Corporate,EMEA,76.75,Pending Investigation,George Ross,2025-05-19
Maximize Cutting-Edge Architectures,Cross-group zero tolerance database,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b5950d02-4044-4ef8-8f60-10005cb17d61,1031,73807.6,POS,Savings,APAC,99.64,Pending Investigation,Christina Collins,2025-05-20
Incentivize Dot-Com Interfaces,Reactive maximized ability,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,96490de5-974e-4a9a-a178-c11b47db0e6e,8260,69471.44,Wire Transfer,Savings,Americas,43.08,Cleared,Rachael Smith,2025-02-12
Envisioneer Impactful Mindshare,Team-oriented mission-critical conglomeration,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c2dd7032-f221-41bf-b5cf-828c360969cd,9613,85728.9,Wire Transfer,Savings,EMEA,59.28,Cleared,Amanda Page,2025-10-09
Incentivize Clicks-And-Mortar Deliverables,Visionary asymmetric flexibility,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,1e34eba6-e52a-4da2-9166-f9bdbc4baa40,5222,49437.58,ATM,Current,APAC,17.13,Reviewed,Ann Jackson,2025-01-21
Strategize Open-Source Metrics,Horizontal 3rdgeneration methodology,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,388d2622-ec5b-4575-973d-532f30fce779,3628,91007.42,Online,Savings,Americas,25.1,Cleared,Julia Black,2025-04-25
Innovate Robust Applications,Fundamental uniform matrices,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,19524bdb-6b53-4a86-a943-771e5ddd9082,4517,93527.13,Online,Current,APAC,63.53,Reviewed,Mr. Jacob Luna,2025-02-18
Iterate Bricks-And-Clicks E-Markets,Devolved scalable definition,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,2b1c5030-2502-455f-b842-46d6e2812737,4463,91150.81,POS,Savings,APAC,29.73,Reviewed,Aaron Graham,2025-08-24
Visualize Enterprise Relationships,Expanded real-time implementation,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c8ffaa09-1fd4-4ff1-8061-9270aa77ead2,1338,78330.78,POS,Current,APAC,62.87,Pending Investigation,Mark Byrd,2025-07-25
Grow Holistic Users,Up-sized human-resource throughput,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,f82ba6e9-93b3-4d9d-b88e-9e7bca9d8ece,1896,40712.76,Wire Transfer,Current,EMEA,62.04,Flagged,Barbara Wheeler,2025-04-10
Revolutionize Magnetic Networks,Optimized client-server artificial intelligence,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,63990170-607a-4c99-b94b-f2f50ded71e6,8634,73808.54,POS,Corporate,Americas,1.58,Flagged,Wayne Porter,2025-03-10
Leverage Interactive Action-Items,Extended background core,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,ab71a304-d434-46ee-96f3-22f923f38341,5187,72908.99,Online,Savings,EMEA,19.22,Reviewed,Cindy Saunders,2025-05-28
Unleash Distributed E-Services,Distributed regional software,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,bc2e2f2c-07d2-47bf-a12f-9e0204df8892,1247,99691.83,Wire Transfer,Current,Americas,24.44,Pending Investigation,Carrie Martinez,2025-05-21
Engage Next-Generation Mindshare,Face-to-face methodical migration,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a62d29c8-c622-4e1d-a431-a10b36b43ecd,7794,49277.54,Wire Transfer,Savings,EMEA,73.87,Cleared,Christine Berry,2025-01-27
Utilize Impactful E-Markets,Phased real-time artificial intelligence,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7851b38c-3a49-4df2-a7bc-5ac286aa7f7c,4537,31160.31,ATM,Savings,Americas,82.58,Pending Investigation,Holly Snow,2025-01-18
Monetize Bleeding-Edge Channels,Versatile disintermediate capacity,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,e874896a-1bed-41f1-b3b8-c2a874ad07bd,4576,22994.11,Online,Savings,EMEA,21.57,Cleared,Monica Stone,2025-03-12
Grow End-To-End Relationships,Seamless clear-thinking knowledge user,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,82bd2129-405e-4b02-a7bd-0b88ca26de76,6287,35822.65,Online,Savings,Americas,42.14,Pending Investigation,Alexandra White,2025-04-29
Synergize Out-Of-The-Box Web-Readiness,Devolved fault-tolerant pricing structure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,9338ad8f-ae6b-4256-98f7-16680feae765,3871,52424.92,Online,Current,Americas,32.55,Reviewed,Samuel Hughes,2025-09-15
Aggregate Innovative Partnerships,Balanced multi-tasking superstructure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,99390f28-b416-4235-a338-4a539058ea37,9774,89360.49,POS,Current,APAC,52.16,Pending Investigation,Jared Hunter,2025-08-27
Productize Integrated Technologies,Future-proofed responsive alliance,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,87b71322-983e-4266-98a6-befc561ff6fe,2665,53751.52,ATM,Current,Americas,24.62,Cleared,John Adams,2025-02-19
Monetize Dot-Com Communities,Synergized context-sensitive open system,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c223608d-32ce-4ce0-8aea-fc3192fbe906,4858,4683.89,POS,Savings,EMEA,24.98,Pending Investigation,Latoya Gomez,2025-03-05
Engineer Granular Web Services,Reactive solution-oriented firmware,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,1fc2817b-4529-4cf6-b753-6430d61574e6,9686,45812.52,ATM,Current,Americas,72.66,Flagged,Jillian Sullivan,2025-09-29
Integrate Magnetic Systems,Assimilated client-server portal,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,9c300837-de67-4646-b3ef-92efca6bc179,4082,73335.49,POS,Savings,Americas,70.72,Reviewed,Renee Thomas,2025-07-24
Morph Viral Eyeballs,Managed dynamic model,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,436fa739-9c8d-4e5f-a2da-9f6730982d6b,1217,52298.59,Online,Savings,Americas,98.47,Reviewed,Jay Rodriguez,2025-06-22
Exploit Mission-Critical Partnerships,Distributed high-level superstructure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,8d5a536e-e2ad-4a04-bd41-c97715a1e74a,7355,81603.72,ATM,Savings,EMEA,92.37,Reviewed,Jason Turner MD,2025-05-22
Utilize Enterprise Supply-Chains,Total 5thgeneration array,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,2089a449-e838-4592-928f-64d27af1d307,5040,10459.07,Online,Corporate,APAC,40.19,Pending Investigation,Tina Salazar,2025-06-18
Matrix 24/7 Interfaces,Total hybrid emulation,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,8198b9d1-daa4-4d20-9f1e-3ffe1c04d8de,4573,51693.62,Online,Current,EMEA,66.47,Reviewed,Corey Reed,2025-05-10
Re-Intermediate World-Class E-Services,Focused real-time implementation,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,85a2d261-23c8-44ee-abf8-d2f039c23cc4,5463,75930.7,POS,Savings,Americas,84.4,Flagged,Stacey Ingram,2025-06-28
Extend Efficient Experiences,Cloned full-range monitoring,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,9b35408c-0be9-448f-a6a2-a4358c76bf6a,5982,87399.14,ATM,Current,Americas,99.0,Reviewed,Michael Kirk,2025-06-10
Disintermediate Transparent E-Services,Customizable regional secured line,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,1009ecc2-a762-47f0-8942-5a9d8b6c7d96,7128,87189.86,POS,Savings,EMEA,30.26,Pending Investigation,Rachel Larsen,2025-03-27
Monetize Next-Generation Eyeballs,Synergistic bi-directional time-frame,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d4f5657f-8a52-460a-a37b-768ed651e23e,6424,89309.04,ATM,Current,APAC,18.34,Reviewed,Cody Alvarado,2025-03-14
Generate Vertical Roi,Function-based global circuit,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d86c3173-4453-42aa-9955-d8fb277dd310,8006,96841.63,Wire Transfer,Current,Americas,90.66,Reviewed,Jake Fitzgerald,2025-04-26
Deploy Granular Platforms,Profit-focused intangible paradigm,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d7526a22-895f-4c2e-9962-a62cb09c4eec,1908,63289.42,ATM,Current,APAC,37.37,Cleared,Isaiah Mays,2025-06-11
Expedite Vertical Metrics,Distributed solution-oriented Graphic Interface,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,11cae7e7-7bd8-491e-8a97-8455db9f6948,1280,51095.77,ATM,Corporate,APAC,74.32,Reviewed,Morgan Young,2025-07-18
Utilize Bleeding-Edge Networks,Distributed full-range website,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,696a9e55-d4cf-40c0-9e0b-7012896623c3,6433,91072.47,Online,Current,EMEA,54.89,Cleared,Daniel Young,2025-06-01
Seize Bricks-And-Clicks Supply-Chains,Balanced needs-based hub,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,0bb406b2-3abe-4201-b270-602784583148,5890,5022.27,Online,Corporate,EMEA,87.02,Flagged,Travis Lewis,2025-07-05
Mesh Frictionless Solutions,Fundamental responsive application,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,88a89079-5a94-49d0-afdf-1ec390410d7f,5862,24760.36,ATM,Corporate,Americas,8.29,Cleared,Matthew Simmons,2025-01-04
Optimize B2B Schemas,Managed incremental hardware,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,fe0b764c-0995-4c0b-9093-d35130967fb8,6898,70297.08,Online,Savings,APAC,28.51,Cleared,John Wright,2025-07-02
Re-Intermediate Compelling Infrastructures,Phased web-enabled capability,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,dea743f9-9675-43e2-ae63-a72dd5038219,5164,30954.87,Online,Corporate,EMEA,9.51,Flagged,Michelle Tyler,2025-08-15
Envisioneer Synergistic Metrics,Object-based scalable attitude,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,1cb3554e-6724-44e3-ae84-772205a6d28d,6913,9524.7,POS,Current,Americas,88.77,Cleared,Jessica Salazar,2025-01-09
Seize B2B Synergies,Robust stable portal,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b60acf7a-4c98-428a-b8a7-b5629b7bc1fd,4771,55334.7,Online,Current,APAC,64.04,Pending Investigation,Haley Davis,2025-06-19
Maximize Viral Applications,Phased composite extranet,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,8b372e4b-9c7c-45dc-9f40-6a5349b88376,7004,37935.4,Online,Corporate,Americas,48.31,Cleared,Hayden Johnson,2025-07-11
Unleash Plug-And-Play E-Tailers,Proactive grid-enabled function,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,674f2d0f-edde-473a-8279-b3824641290e,1978,74471.76,Online,Current,APAC,34.5,Cleared,Evan Nelson,2025-04-04
Monetize Efficient E-Commerce,Persevering local support,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,4090770d-a0c5-47a2-bc8b-21ff50d1607a,3226,58027.83,POS,Corporate,Americas,4.72,Reviewed,Crystal Powell,2025-09-29
Grow Plug-And-Play Markets,Extended systematic protocol,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7d3353bf-e0f2-4f45-a671-548036792be0,4892,29286.97,Wire Transfer,Current,EMEA,54.5,Cleared,Michael Barrett,2025-04-18
Unleash Customized Supply-Chains,Total global open architecture,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,1bb52d80-2c7e-405b-8c4e-ed1494fd3efa,9315,16399.44,ATM,Current,APAC,5.43,Cleared,Steve Moore,2025-02-23
Syndicate Killer Supply-Chains,Right-sized bifurcated adapter,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a580ee17-5b19-43e5-b38f-88c200fac9f5,5795,73546.53,POS,Savings,Americas,93.64,Pending Investigation,Veronica Coleman,2025-04-27
Unleash Cutting-Edge Info-Mediaries,Versatile eco-centric alliance,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d14c93a2-720d-4fa0-bec7-8b3d133dd611,3326,61697.63,ATM,Current,APAC,84.32,Flagged,Jackie Martinez,2025-06-29
Optimize Extensible E-Markets,Networked homogeneous Graphical User Interface,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3a1e9c65-5ec9-44e7-85d7-7abe4fceea8e,2485,74242.34,ATM,Savings,APAC,62.72,Reviewed,Dennis Jones,2025-02-09
Maximize Wireless E-Business,Re-contextualized impactful function,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7876dea3-b93f-4b69-8b4b-a97d655a6862,1782,5414.37,ATM,Corporate,Americas,14.12,Reviewed,Seth Hutchinson,2025-05-01
Synergize E-Business E-Commerce,Reactive reciprocal standardization,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,12371770-76e9-401f-aea3-a1c5742f6eaf,5495,54478.92,Wire Transfer,Corporate,APAC,84.85,Reviewed,Tina Chavez,2025-02-27
Deliver Strategic Methodologies,Operative composite groupware,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,f08f9b14-6c48-4e1c-b659-0ec230c9662d,3285,34045.95,Wire Transfer,Savings,EMEA,50.08,Pending Investigation,Jose Clayton,2025-06-22
Incentivize Magnetic Solutions,Customer-focused background framework,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,190feb65-1bef-47d2-8598-e47b0510e399,5159,32773.23,ATM,Corporate,Americas,27.55,Pending Investigation,Leslie Lyons,2025-08-30
Redefine Vertical Initiatives,Organized motivating adapter,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,5c945f93-5b6a-49fc-8f44-a73c929da0b1,1226,61700.76,Online,Corporate,EMEA,74.98,Flagged,Bryan White,2025-05-25
Extend Extensible Platforms,Business-focused fault-tolerant structure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,0ceabad7-823b-4d33-9290-399adf433959,1904,83320.2,ATM,Savings,APAC,8.95,Pending Investigation,Heather Rogers,2025-03-03
Architect Compelling Info-Mediaries,Persistent heuristic algorithm,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,55b12940-148b-46f2-93d3-6ca566da7a53,5733,97207.52,Wire Transfer,Current,Americas,89.51,Pending Investigation,Shannon Roth,2025-05-29
Extend Impactful Technologies,Total neutral customer loyalty,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,e1f96434-bfcb-4c30-af2a-97f28d02d70f,8134,74521.6,Online,Corporate,APAC,80.54,Reviewed,Michael Coffey,2025-04-12
Utilize Viral Infrastructures,Re-engineered systemic approach,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3911db1f-5361-4b5c-a64f-247d2cd8090b,9986,27501.27,Online,Savings,EMEA,13.52,Reviewed,Amy Allen MD,2025-03-19
Re-Intermediate Visionary Communities,Cross-group transitional flexibility,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,65a53cae-ca21-47c2-9604-49c496483179,4167,63330.41,ATM,Savings,EMEA,35.92,Reviewed,Dana Garcia,2025-03-02
Orchestrate Best-Of-Breed Metrics,Compatible hybrid adapter,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,aeda4711-f8a2-41b6-a315-a71c7878c0d0,9663,32945.83,Wire Transfer,Corporate,APAC,99.9,Cleared,Ricky Wilson,2025-09-12
Synergize Synergistic E-Markets,Multi-lateral interactive project,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,1ce50260-fe0e-49b0-824d-4be9aad2ed63,9528,30628.31,Online,Savings,EMEA,58.13,Reviewed,Pamela Rogers,2025-05-31
Syndicate Best-Of-Breed E-Tailers,Innovative impactful migration,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,e897f687-7fd8-4a2d-8365-0eba8a4d4906,5095,43350.96,POS,Savings,APAC,38.53,Cleared,Samantha Mathis,2025-02-06
Deploy Distributed Applications,Pre-emptive maximized capacity,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b9cae71d-ef86-4da7-8e19-8e64c08e9f7f,4106,4071.57,Wire Transfer,Savings,EMEA,9.63,Cleared,Michael Hill,2025-04-28
Generate Turn-Key E-Tailers,Synergized encompassing synergy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,896ebdf8-6007-4017-9362-70409cb3ec9c,9646,62976.64,Wire Transfer,Current,Americas,93.54,Reviewed,Cory Flores,2025-08-21
Reinvent Out-Of-The-Box Portals,Multi-channeled radical archive,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,cf906591-6a86-4f8e-b4af-816853eb0435,9432,93220.37,Online,Current,EMEA,47.16,Cleared,Sean Frazier,2025-05-26
Re-Contextualize Extensible Networks,Vision-oriented background hierarchy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,f7046740-c65b-4985-ab36-fdae70b8f57b,6341,10032.2,Wire Transfer,Savings,Americas,4.65,Cleared,Luis Turner,2025-09-14
Scale User-Centric E-Services,Reactive exuding matrix,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a3d2bdb4-c589-431b-b46d-c6224976debc,3071,77360.85,POS,Savings,Americas,74.81,Flagged,Jill Dyer,2025-09-02
Embrace Sticky Supply-Chains,Reverse-engineered composite middleware,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,e9faee2b-d84a-4ac4-a5a5-acd0b8f3a227,9420,56765.48,Online,Savings,EMEA,51.2,Pending Investigation,Michael Cohen,2025-08-02
Optimize E-Business Experiences,Seamless zero-defect Graphical User Interface,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,21c1e3a1-264b-4730-9197-4f3581c3bde2,2370,21580.81,ATM,Corporate,Americas,90.59,Reviewed,Meredith Young,2025-05-19
Facilitate Interactive Synergies,Virtual heuristic utilization,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b9569a57-f780-43c8-86de-d8609c2ae538,4854,83415.58,POS,Corporate,EMEA,1.2,Pending Investigation,Deborah Mitchell,2025-10-06
